"","gene","module_n","module_color"
"79","ENSSTOG00000029606",37,"skyblue3"
"80","ENSSTOG00000029624",35,"sienna3"
"81","ENSSTOG00000029634",4,"yellow"
"82","ZNF146_ENSSTOG00000029664",2,"blue"
"83","ENSSTOG00000029805",2,"blue"
"84","ENSSTOG00000029825",4,"yellow"
"85","ARPP19_like",1,"turquoise"
"86","EIF4B_ENSSTOG00000029945",1,"turquoise"
"87","C20orf204",2,"blue"
"88","ENSSTOG00000030034",7,"black"
"89","TMA7_ENSSTOG00000030110",7,"black"
"90","ENSSTOG00000030147",1,"turquoise"
"91","SLC39A14",2,"blue"
"92","ENSSTOG00000030219",1,"turquoise"
"93","PANTR1_containing",5,"green"
"94","ENSSTOG00000030229",33,"darkolivegreen"
"95","ENSSTOG00000030237",1,"turquoise"
"96","ENSSTOG00000030442",2,"blue"
"97","HDAC1_containing",27,"white"
"98","AGL",2,"blue"
"99","ENSSTOG00000030661",1,"turquoise"
"100","LINC00672",4,"yellow"
"101","CD24_like",13,"salmon"
"102","COX6B1_like",1,"turquoise"
"103","UBE2R2",0,"grey"
"104","PHYH_containing_ENSSTOG00000031003",0,"grey"
"105","MIAT_exon5_3",4,"yellow"
"106","Metazoa_SRP_ENSSTOG00000031089",21,"darkred"
"107","ENSSTOG00000031105",14,"cyan"
"108","ENSSTOG00000031111",24,"darkgrey"
"109","RPS27_ENSSTOG00000031138",1,"turquoise"
"110","ENSSTOG00000031142",2,"blue"
"111","ENSSTOG00000031217",7,"black"
"112","ENSSTOG00000031336",4,"yellow"
"113","AGL_containing_ENSSTOG00000031387",12,"tan"
"114","ENSSTOG00000031411",5,"green"
"115","ENSSTOG00000031516",3,"brown"
"116","FKBP1A_ENSSTOG00000031532",1,"turquoise"
"117","MAP4_like",1,"turquoise"
"118","ENSSTOG00000031729",15,"midnightblue"
"119","ENSSTOG00000031812",4,"yellow"
"120","DMRTC1B_like",36,"yellowgreen"
"121","ENSSTOG00000031905",2,"blue"
"122","ENSSTOG00000032022",1,"turquoise"
"123","PPP1R2_like",3,"brown"
"124","ENSSTOG00000032431",9,"magenta"
"125","NCL_like",0,"grey"
"126","ENSSTOG00000032437",2,"blue"
"127","COX6B1_ENSSTOG00000032450",1,"turquoise"
"128","SMKR1_like",1,"turquoise"
"129","MEF2D_containing",2,"blue"
"130","ENSSTOG00000032645",17,"grey60"
"131","ENSSTOG00000032651",1,"turquoise"
"132","LINC01578_containing",1,"turquoise"
"133","ENSSTOG00000032827",6,"red"
"134","ENSSTOG00000032929",1,"turquoise"
"135","Metazoa_SRP_ENSSTOG00000032958",21,"darkred"
"136","ZNF121_like",2,"blue"
"137","ENSSTOG00000032997",7,"black"
"138","ENSSTOG00000033080",16,"lightcyan"
"139","SMIM26",45,"darkorange2"
"140","TIMM17A_like",3,"brown"
"141","ENSSTOG00000033129",3,"brown"
"142","IPO8_like",24,"darkgrey"
"143","MOV10_containing",16,"lightcyan"
"144","ENSSTOG00000033366",1,"turquoise"
"145","NBDY",2,"blue"
"146","ENSSTOG00000033541",5,"green"
"147","ATF6_like",6,"red"
"148","GTF3C4",40,"mediumpurple3"
"149","ENSSTOG00000033586",5,"green"
"150","ENSSTOG00000033635",5,"green"
"151","NEAT1_1_ENSSTOG00000033733",26,"darkorange"
"152","ENSSTOG00000033764",23,"darkturquoise"
"153","ENSSTOG00000033826",28,"skyblue"
"154","ENSSTOG00000033833",14,"cyan"
"155","SP2-AS1_containing",2,"blue"
"156","ENSSTOG00000033872",1,"turquoise"
"157","ENSSTOG00000033911",3,"brown"
"158","TRAK1_like_ENSSTOG00000033928",1,"turquoise"
"159","ENSSTOG00000034138",43,"ivory"
"160","ENSSTOG00000034143",2,"blue"
"161","NEAT1_2_ENSSTOG00000034231",26,"darkorange"
"162","ENSSTOG00000034268",23,"darkturquoise"
"163","ENSSTOG00000034318",0,"grey"
"164","FXN_like",0,"grey"
"165","ENSSTOG00000034485",3,"brown"
"166","SDHAF3",1,"turquoise"
"167","ENSSTOG00000034585",9,"magenta"
"168","ENSSTOG00000034702",2,"blue"
"169","FAM89B_like",3,"brown"
"170","ENSSTOG00000034714",14,"cyan"
"171","ENSSTOG00000034733",14,"cyan"
"172","LINC00634",3,"brown"
"173","ENSSTOG00000034809",5,"green"
"174","ENSSTOG00000034825",5,"green"
"175","TTC3_like_ENSSTOG00000034948",1,"turquoise"
"176","G10012",4,"yellow"
"177","G10018",4,"yellow"
"178","G10020",9,"magenta"
"179","AFF1_containing",1,"turquoise"
"180","G10025",2,"blue"
"181","G10026",5,"green"
"182","G10028",9,"magenta"
"183","G10034",2,"blue"
"184","AFF1_like",1,"turquoise"
"185","G10049",0,"grey"
"186","HMGN2_G1006",2,"blue"
"187","HSD17B11_G10065",30,"steelblue"
"188","G10076",3,"brown"
"189","G10077",43,"ivory"
"190","G10085",1,"turquoise"
"191","G10098",4,"yellow"
"192","G10099",1,"turquoise"
"193","G1010",2,"blue"
"194","G10104",19,"lightyellow"
"195","CAMK2G_like",1,"turquoise"
"196","G10110",4,"yellow"
"197","G10112",2,"blue"
"198","G1012",1,"turquoise"
"199","CCNI_like",11,"greenyellow"
"200","G10161",0,"grey"
"201","NAAA_containing",1,"turquoise"
"202","SDAD1_like_G10180",4,"yellow"
"203","G10182",10,"purple"
"204","G10187",1,"turquoise"
"205","G10189",0,"grey"
"206","G10190",2,"blue"
"207","G10191",3,"brown"
"208","G10192",1,"turquoise"
"209","G10206",4,"yellow"
"210","G10221",33,"darkolivegreen"
"211","G10229",1,"turquoise"
"212","G10236",2,"blue"
"213","G10242",12,"tan"
"214","G10245",6,"red"
"215","G10270",36,"yellowgreen"
"216","G10279",2,"blue"
"217","ADGRL3",0,"grey"
"218","G10312",6,"red"
"219","G10317",18,"lightgreen"
"220","G10333",2,"blue"
"221","G10335",1,"turquoise"
"222","G1034",3,"brown"
"223","REST",2,"blue"
"224","G10350",3,"brown"
"225","PPAT_containing",2,"blue"
"226","KIT_containing",5,"green"
"227","CHIC2_like",1,"turquoise"
"228","G10379",37,"skyblue3"
"229","ADIPOR1_G1038",3,"brown"
"230","G10410",1,"turquoise"
"231","G10411",17,"grey60"
"232","GABRA4_containing",2,"blue"
"233","G10437",5,"green"
"234","G10439",2,"blue"
"235","G10440",4,"yellow"
"236","G10450",5,"green"
"237","GABRB1_containing",4,"yellow"
"238","SLC30A9_containing",4,"yellow"
"239","APBB2_like_G10465",8,"pink"
"240","G10504",2,"blue"
"241","G10510",4,"yellow"
"242","RELL1",8,"pink"
"243","G10518",36,"yellowgreen"
"244","G10522",8,"pink"
"245","G10533",1,"turquoise"
"246","TBC1D19_containing",0,"grey"
"247","G10538",2,"blue"
"248","SPOCK2_containing",9,"magenta"
"249","G10558",2,"blue"
"250","SEPSECS_containing",10,"purple"
"251","KCNIP4",4,"yellow"
"252","G10599",11,"greenyellow"
"253","G10602",2,"blue"
"254","G10607",5,"green"
"255","G10609",8,"pink"
"256","G10628",4,"yellow"
"257","G10635",4,"yellow"
"258","ZNF518B_containing",2,"blue"
"259","G1065",38,"plum1"
"260","WDR1",1,"turquoise"
"261","G10658",1,"turquoise"
"262","UNC5B_containing",8,"pink"
"263","G10691",1,"turquoise"
"264","G10712",1,"turquoise"
"265","TADA2B_like_G10720",8,"pink"
"266","G10722",2,"blue"
"267","G10735",1,"turquoise"
"268","ADRA2C_containing",38,"plum1"
"269","G10738",2,"blue"
"270","G10744",1,"turquoise"
"271","RPL21_G1075",14,"cyan"
"272","G10765",4,"yellow"
"273","G10773",1,"turquoise"
"274","G10799",1,"turquoise"
"275","G10803",2,"blue"
"276","G10805",2,"blue"
"277","G10810",2,"blue"
"278","G10811",1,"turquoise"
"279","G10822",2,"blue"
"280","G10823",2,"blue"
"281","G1083",1,"turquoise"
"282","G10853",2,"blue"
"283","TMEM271_containing",28,"skyblue"
"284","AUTS2_G10872",27,"white"
"285","G10883",24,"darkgrey"
"286","G10886",11,"greenyellow"
"287","G10887",22,"darkgreen"
"288","G10894",44,"floralwhite"
"289","G10904",2,"blue"
"290","G10908",4,"yellow"
"291","G10911",4,"yellow"
"292","G10912",4,"yellow"
"293","G10915",2,"blue"
"294","G10917",4,"yellow"
"295","GLUD1",15,"midnightblue"
"296","G10933",4,"yellow"
"297","G10934",1,"turquoise"
"298","NDST4_containing",16,"lightcyan"
"299","NDST3",4,"yellow"
"300","COL25A1",5,"green"
"301","SGMS2_like",2,"blue"
"302","CXXC4",10,"purple"
"303","G11024",4,"yellow"
"304","G11041",1,"turquoise"
"305","DNAJB14_containing",33,"darkolivegreen"
"306","G11048",1,"turquoise"
"307","G11064",2,"blue"
"308","G11068",1,"turquoise"
"309","G11069",5,"green"
"310","G11077",43,"ivory"
"311","G11079",2,"blue"
"312","BMPR1B_containing",2,"blue"
"313","G11083",1,"turquoise"
"314","GPRIN3_containing",18,"lightgreen"
"315","G11105",1,"turquoise"
"316","G11109",1,"turquoise"
"317","G11127",4,"yellow"
"318","NUS1_like_G11141",6,"red"
"319","HNRNPC",7,"black"
"320","G11159",16,"lightcyan"
"321","G11164",11,"greenyellow"
"322","ZNF724_G11181",2,"blue"
"323","G11183",0,"grey"
"324","G11190",8,"pink"
"325","GRIA2_like",2,"blue"
"326","G11198",16,"lightcyan"
"327","G1121",27,"white"
"328","G11210",2,"blue"
"329","G11215",36,"yellowgreen"
"330","G11221",3,"brown"
"331","G11224",4,"yellow"
"332","G11230",10,"purple"
"333","MIR4453HG_containing",2,"blue"
"334","FBXW7",2,"blue"
"335","G11274",8,"pink"
"336","TMEM184C_like",2,"blue"
"337","ABHD3_like",5,"green"
"338","G1130",2,"blue"
"339","G11306",8,"pink"
"340","OTUD3",2,"blue"
"341","INPP4B",2,"blue"
"342","G11328",10,"purple"
"343","G1133",4,"yellow"
"344","RNF150_like",10,"purple"
"345","G11333",15,"midnightblue"
"346","HHIP_like",8,"pink"
"347","G1136",2,"blue"
"348","G11362",2,"blue"
"349","G11363",13,"salmon"
"350","SLC7A11_containing",13,"salmon"
"351","G11369",10,"purple"
"352","CCSER1_like",4,"yellow"
"353","TMEM184C_G11404",2,"blue"
"354","G11410",2,"blue"
"355","MAP2K6",0,"grey"
"356","G11414",4,"yellow"
"357","G11419",1,"turquoise"
"358","PGRMC2_like_G11440",2,"blue"
"359","G11444",2,"blue"
"360","CTNNA3_containing",8,"pink"
"361","TET1_containing",2,"blue"
"362","KCNA6_G11483",27,"white"
"363","G11485",2,"blue"
"364","G11487",16,"lightcyan"
"365","TMEM155_containing",1,"turquoise"
"366","G11513",1,"turquoise"
"367","G11535",1,"turquoise"
"368","G11537",2,"blue"
"369","G11542",0,"grey"
"370","G11543",14,"cyan"
"371","G11554",4,"yellow"
"372","G11561",12,"tan"
"373","G11572",2,"blue"
"374","G11577",7,"black"
"375","G11603",2,"blue"
"376","G11608",1,"turquoise"
"377","G11612",0,"grey"
"378","G11619",2,"blue"
"379","G11630",23,"darkturquoise"
"380","G11647",1,"turquoise"
"381","G11653",1,"turquoise"
"382","G11663",6,"red"
"383","G11665",2,"blue"
"384","G11675",2,"blue"
"385","G11677",2,"blue"
"386","G11694",44,"floralwhite"
"387","SYT3_like",7,"black"
"388","G11727",5,"green"
"389","G11742",5,"green"
"390","G11761",5,"green"
"391","G11764",2,"blue"
"392","G11766",5,"green"
"393","CACNG8_containing",29,"saddlebrown"
"394","G11768",5,"green"
"395","G11769",29,"saddlebrown"
"396","FAM241A_containing_G1177",2,"blue"
"397","G11785",1,"turquoise"
"398","G11787",2,"blue"
"399","G11789",33,"darkolivegreen"
"400","G11803",6,"red"
"401","G11804",2,"blue"
"402","ZNF331_containing",0,"grey"
"403","G11825",0,"grey"
"404","G11838",2,"blue"
"405","G11885",1,"turquoise"
"406","DDX50",2,"blue"
"407","ZNF415_containing",2,"blue"
"408","ZNF83_containing_G11891",2,"blue"
"409","G11897",4,"yellow"
"410","G11899",0,"grey"
"411","G11908",0,"grey"
"412","CEBPG_containing",1,"turquoise"
"413","ANK3_like",8,"pink"
"414","G11941",0,"grey"
"415","G11948",2,"blue"
"416","G11953",4,"yellow"
"417","FXYD7",38,"plum1"
"418","G11979",2,"blue"
"419","FTH1_G11993",16,"lightcyan"
"420","G12011",4,"yellow"
"421","ZNF260_containing_G12038",2,"blue"
"422","MORF4L1_G12041",0,"grey"
"423","G12055",1,"turquoise"
"424","G12057",2,"blue"
"425","G12058",2,"blue"
"426","G12059",2,"blue"
"427","G12067",41,"lightsteelblue1"
"428","RN7SK_containing",2,"blue"
"429","G12076",2,"blue"
"430","G12077",2,"blue"
"431","G12079",2,"blue"
"432","G12080",21,"darkred"
"433","G12081",2,"blue"
"434","G12083",21,"darkred"
"435","G12085",2,"blue"
"436","G12096",2,"blue"
"437","G12097",4,"yellow"
"438","G12099",4,"yellow"
"439","G12103",4,"yellow"
"440","G12119",4,"yellow"
"441","IPMK_containing",2,"blue"
"442","G12125",0,"grey"
"443","G1213",5,"green"
"444","ZNF793_containing_G12143",2,"blue"
"445","G12155",4,"yellow"
"446","G12168",3,"brown"
"447","G12201",1,"turquoise"
"448","G12251",16,"lightcyan"
"449","G12252",2,"blue"
"450","G12271",1,"turquoise"
"451","G12279",2,"blue"
"452","G12288",2,"blue"
"453","G1230",1,"turquoise"
"454","G1232",17,"grey60"
"455","G12328",12,"tan"
"456","G1234",8,"pink"
"457","G12343",40,"mediumpurple3"
"458","G12344",40,"mediumpurple3"
"459","PRKG1",37,"skyblue3"
"460","G12354",10,"purple"
"461","POU2F2",29,"saddlebrown"
"462","G12363",1,"turquoise"
"463","G12370",4,"yellow"
"464","G12378",4,"yellow"
"465","G12379",1,"turquoise"
"466","G12411",13,"salmon"
"467","G12413",2,"blue"
"468","G12421",2,"blue"
"469","G12423",2,"blue"
"470","G12465",3,"brown"
"471","NECTIN2",10,"purple"
"472","PTEN_containing",5,"green"
"473","G12502",1,"turquoise"
"474","G12529",4,"yellow"
"475","MYPOP",2,"blue"
"476","G12593",1,"turquoise"
"477","G12596",2,"blue"
"478","G12601",12,"tan"
"479","G12609",1,"turquoise"
"480","G12628",1,"turquoise"
"481","G12638",20,"royalblue"
"482","G12647",2,"blue"
"483","G12716",1,"turquoise"
"484","G1274",2,"blue"
"485","G12793",1,"turquoise"
"486","G12808",4,"yellow"
"487","G12810",4,"yellow"
"488","SYT3",4,"yellow"
"489","G1284",0,"grey"
"490","G12877",3,"brown"
"491","ARID1A_like_G12878",5,"green"
"492","G1289",1,"turquoise"
"493","RBM39_G12903",2,"blue"
"494","RBM39_G12912",2,"blue"
"495","G12914",1,"turquoise"
"496","G12918",16,"lightcyan"
"497","G12919",16,"lightcyan"
"498","G12920",16,"lightcyan"
"499","ECE1",16,"lightcyan"
"500","G12932",16,"lightcyan"
"501","G12939",16,"lightcyan"
"502","G12941",1,"turquoise"
"503","G12947",2,"blue"
"504","G1295",2,"blue"
"505","G12968",12,"tan"
"506","ZNF56_containing_G12974",2,"blue"
"507","G12975",2,"blue"
"508","G12990",13,"salmon"
"509","G12992",27,"white"
"510","G12998",1,"turquoise"
"511","G13005",27,"white"
"512","G13010",4,"yellow"
"513","G13022",29,"saddlebrown"
"514","G13044",1,"turquoise"
"515","G13075",19,"lightyellow"
"516","G13096",1,"turquoise"
"517","G13109",1,"turquoise"
"518","G13115",9,"magenta"
"519","G13135",6,"red"
"520","G13145",1,"turquoise"
"521","G13161",1,"turquoise"
"522","G13173",7,"black"
"523","CDH13",0,"grey"
"524","G13203",8,"pink"
"525","MAF",12,"tan"
"526","G13235",2,"blue"
"527","G13237",2,"blue"
"528","G13239",32,"violet"
"529","MAF_containing",2,"blue"
"530","G13248",2,"blue"
"531","G13250",15,"midnightblue"
"532","H3F3AP4_like",2,"blue"
"533","G13252",4,"yellow"
"534","G13276",3,"brown"
"535","G13286",7,"black"
"536","HSPBAP1_containing",11,"greenyellow"
"537","MARCH8_containing",2,"blue"
"538","G13329",2,"blue"
"539","G13334",31,"paleturquoise"
"540","G13337",2,"blue"
"541","LINC01572_containing",7,"black"
"542","NFAT5_containing",2,"blue"
"543","G13346",0,"grey"
"544","G13352",2,"blue"
"545","G13372",6,"red"
"546","G1341",8,"pink"
"547","G13436",2,"blue"
"548","RPS12",1,"turquoise"
"549","G1346",8,"pink"
"550","CDH11",2,"blue"
"551","G13487",2,"blue"
"552","HSP90AA1_G13491",4,"yellow"
"553","G13497",5,"green"
"554","G13498",1,"turquoise"
"555","G13500",1,"turquoise"
"556","GOT2_G13506",0,"grey"
"557","G13527",2,"blue"
"558","G13537",5,"green"
"559","G13544",1,"turquoise"
"560","G13545",4,"yellow"
"561","G13562",3,"brown"
"562","MIR138-2_containing",2,"blue"
"563","G13579",4,"yellow"
"564","NUDT21_containing",2,"blue"
"565","G1359",11,"greenyellow"
"566","G136",13,"salmon"
"567","G13659",2,"blue"
"568","G1366",45,"darkorange2"
"569","G13691",43,"ivory"
"570","G13693",2,"blue"
"571","ZNF25",2,"blue"
"572","G13703",33,"darkolivegreen"
"573","G13711",1,"turquoise"
"574","G1372",1,"turquoise"
"575","G13731",1,"turquoise"
"576","CYLD_containing",10,"purple"
"577","G13753",2,"blue"
"578","G1376",1,"turquoise"
"579","G13762",1,"turquoise"
"580","G13788",1,"turquoise"
"581","G1379",0,"grey"
"582","G13793",8,"pink"
"583","OGA_like",4,"yellow"
"584","G13810",21,"darkred"
"585","FZD3_containing",2,"blue"
"586","G13817",0,"grey"
"587","G13823",25,"orange"
"588","G1383",2,"blue"
"589","G13841",2,"blue"
"590","G1385",0,"grey"
"591","G13856",5,"green"
"592","STMN4_like_G13860",27,"white"
"593","G13867",0,"grey"
"594","ADRA1A_containing",5,"green"
"595","G13871",4,"yellow"
"596","PPP2R2A_like",43,"ivory"
"597","G13880",4,"yellow"
"598","STMN4",27,"white"
"599","G13897",5,"green"
"600","G139",1,"turquoise"
"601","SLC25A37_containing_G13922",8,"pink"
"602","SLC25A37_containing_G13931",3,"brown"
"603","G1398",5,"green"
"604","G1400",3,"brown"
"605","G14001",1,"turquoise"
"606","G14008",22,"darkgreen"
"607","G1401",0,"grey"
"608","G14010",30,"steelblue"
"609","G14011",30,"steelblue"
"610","G14014",0,"grey"
"611","G14015",45,"darkorange2"
"612","G14026",4,"yellow"
"613","G1404",1,"turquoise"
"614","G14044",4,"yellow"
"615","G1405",36,"yellowgreen"
"616","G14065",2,"blue"
"617","G14066",16,"lightcyan"
"618","G14084",2,"blue"
"619","G14086",4,"yellow"
"620","G14093",4,"yellow"
"621","G14113",1,"turquoise"
"622","G14128",2,"blue"
"623","G14129",5,"green"
"624","G14132",1,"turquoise"
"625","GOT2_G14137",1,"turquoise"
"626","GOT2_G14138",0,"grey"
"627","G1414",36,"yellowgreen"
"628","G14142",8,"pink"
"629","G14149",33,"darkolivegreen"
"630","G14150",2,"blue"
"631","G14190",4,"yellow"
"632","G14191",1,"turquoise"
"633","G14193",1,"turquoise"
"634","G14198",4,"yellow"
"635","G142",8,"pink"
"636","PCM1_like",33,"darkolivegreen"
"637","G14206",1,"turquoise"
"638","ZDHHC2_containing",1,"turquoise"
"639","G14224",2,"blue"
"640","G14228",2,"blue"
"641","G14247",2,"blue"
"642","G1425",2,"blue"
"643","G14269",22,"darkgreen"
"644","G1427",4,"yellow"
"645","G14285",1,"turquoise"
"646","TIPARP_like",16,"lightcyan"
"647","G14299",23,"darkturquoise"
"648","G14300",36,"yellowgreen"
"649","G14301",2,"blue"
"650","G14310",1,"turquoise"
"651","RNF170_containing",2,"blue"
"652","G14315",2,"blue"
"653","G14317",1,"turquoise"
"654","G14318",1,"turquoise"
"655","G14323",2,"blue"
"656","G14332",1,"turquoise"
"657","G14340",4,"yellow"
"658","G14367",9,"magenta"
"659","HOOK3_containing",33,"darkolivegreen"
"660","G1437",5,"green"
"661","G14390",44,"floralwhite"
"662","G14402",1,"turquoise"
"663","G14405",28,"skyblue"
"664","G14416",2,"blue"
"665","G14430",8,"pink"
"666","SLC8A1",17,"grey60"
"667","UNC5D_G14446",1,"turquoise"
"668","G14460",1,"turquoise"
"669","G14463",1,"turquoise"
"670","G14478",0,"grey"
"671","G1448",2,"blue"
"672","HSPH1",2,"blue"
"673","G14485",2,"blue"
"674","G14486",2,"blue"
"675","G14488",1,"turquoise"
"676","G14494",1,"turquoise"
"677","G14536",41,"lightsteelblue1"
"678","G1454",2,"blue"
"679","G14541",41,"lightsteelblue1"
"680","VGLL3_containing",1,"turquoise"
"681","G14548",2,"blue"
"682","G14550",41,"lightsteelblue1"
"683","G1456",2,"blue"
"684","G14581",2,"blue"
"685","G14595",1,"turquoise"
"686","G146",8,"pink"
"687","MIR125B2_containing",2,"blue"
"688","AUTS2_G14631",11,"greenyellow"
"689","G14634",5,"green"
"690","G14638",42,"lightcyan1"
"691","NCAM2_like",5,"green"
"692","NCAM2_containing_G14640",9,"magenta"
"693","G1465",2,"blue"
"694","ZNF717_containing_G1466",2,"blue"
"695","G14671",4,"yellow"
"696","G14733",2,"blue"
"697","G14765",1,"turquoise"
"698","G14771",5,"green"
"699","ITSN1",5,"green"
"700","G14773",18,"lightgreen"
"701","G14778",2,"blue"
"702","G1482",1,"turquoise"
"703","G14826",1,"turquoise"
"704","G14839",1,"turquoise"
"705","G1484",1,"turquoise"
"706","TTC3_containing",2,"blue"
"707","G14852",1,"turquoise"
"708","G14861",14,"cyan"
"709","G1487",2,"blue"
"710","KCNJ6_containing",21,"darkred"
"711","G14901",2,"blue"
"712","G1491",2,"blue"
"713","SLC7A5",3,"brown"
"714","G14931",0,"grey"
"715","G14935",5,"green"
"716","G14937",2,"blue"
"717","G14946",18,"lightgreen"
"718","PKNOX1_containing",2,"blue"
"719","G14950",2,"blue"
"720","G14955",41,"lightsteelblue1"
"721","G14966",2,"blue"
"722","G14975",3,"brown"
"723","G14978",30,"steelblue"
"724","G14982",12,"tan"
"725","G14983",6,"red"
"726","G14984",6,"red"
"727","FOXN3",3,"brown"
"728","G15015",3,"brown"
"729","G15023",2,"blue"
"730","G15035",8,"pink"
"731","G15044",18,"lightgreen"
"732","G15046",18,"lightgreen"
"733","G15052",4,"yellow"
"734","G15056",0,"grey"
"735","G15066",0,"grey"
"736","G15071",4,"yellow"
"737","G15074",4,"yellow"
"738","G15077",5,"green"
"739","G15079",0,"grey"
"740","G15082",1,"turquoise"
"741","G15084",1,"turquoise"
"742","TTC3_G15091",11,"greenyellow"
"743","ZNF791_containing",5,"green"
"744","KBTBD8_containing",2,"blue"
"745","FRMD4B",3,"brown"
"746","G15115",18,"lightgreen"
"747","FRMD4B_like",3,"brown"
"748","G15120",41,"lightsteelblue1"
"749","G15124",1,"turquoise"
"750","FAM19A1_containing",7,"black"
"751","G1513",2,"blue"
"752","SUCLG2_like",1,"turquoise"
"753","G15132",3,"brown"
"754","ARL6IP5_like",3,"brown"
"755","G15142",17,"grey60"
"756","EOGT_containing",1,"turquoise"
"757","G1515",4,"yellow"
"758","G15150",1,"turquoise"
"759","G15151",1,"turquoise"
"760","MITF_like_G15154",2,"blue"
"761","G15157",1,"turquoise"
"762","GXYLT2_containing",2,"blue"
"763","PPP4R2_G15164",2,"blue"
"764","PPP4R2_G15165",2,"blue"
"765","G15166",1,"turquoise"
"766","RYBP_like",2,"blue"
"767","CRIPT",3,"brown"
"768","G15172",1,"turquoise"
"769","G15176",5,"green"
"770","TRIM35_G15189",27,"white"
"771","G15190",27,"white"
"772","G15193",27,"white"
"773","GPR27_containing",5,"green"
"774","PDZRN3_like",1,"turquoise"
"775","TRIM35_containing",41,"lightsteelblue1"
"776","SHQ1_like",1,"turquoise"
"777","G15209",2,"blue"
"778","ID4_like",7,"black"
"779","G15214",16,"lightcyan"
"780","G15219",4,"yellow"
"781","CNTN3_like",28,"skyblue"
"782","G15229",32,"violet"
"783","CNTN4",1,"turquoise"
"784","G15242",16,"lightcyan"
"785","G15243",16,"lightcyan"
"786","LRRN1_containing",1,"turquoise"
"787","G15258",2,"blue"
"788","G15262",16,"lightcyan"
"789","STMN4_like_G15263",16,"lightcyan"
"790","G15264",27,"white"
"791","G15268",4,"yellow"
"792","SETD5",16,"lightcyan"
"793","G1528",1,"turquoise"
"794","G15282",2,"blue"
"795","EIF4E3",1,"turquoise"
