"","gene","r","module_color","module_n"
"8507","Cmtr1",0.663301248265006,"green",5
"8508","Rnf8",0.475663666729422,"grey",0
"8509","Tbc1d22b",0.591717417040695,"green",5
"8510","Pim1",0.39818174183947,"yellow",4
"8511","Fgd2",0.736323293876567,"red",6
"8512","Mtch1",0.818434717433105,"turquoise",1
"8513","Ddx18",0.772519940213977,"black",7
"8514","Pi16",-0.0156015028899093,"grey",0
"8515","CUNH6orf89",0.7636075269827,"turquoise",1
"8516","Ppil1",0.648622939988516,"turquoise",1
"8517","Cpne5",0.591411436951887,"orange",25
"8518","Cdkn1a",0.783062844912698,"lightgreen",18
"8519","Srsf3",0.836679065910426,"blue",2
"8520","Stk38",0.804490468108802,"blue",2
"8521","Kctd20",0.601632088855535,"green",5
"8522","Dpp10",0.670120045163118,"green",5
"8523","Brpf3",0.720622188994139,"blue",2
"8524","Mapk14",0.858490060401754,"blue",2
"8525","Srpk1",0.196937979707094,"grey",0
"8526","Lhfpl5",0.609803381136167,"greenyellow",11
"8527","Armc12",0.688865542136572,"red",6
"8528","Fkbp5",0.705265466407945,"blue",2
"8529","Rpl10a",0.88943506453181,"turquoise",1
"8530","Ppard",0.674322740217638,"purple",10
"8531","Znf76",0.568030919886244,"red",6
"8532","Anks1a",0.837970410931034,"royalblue",20
"8533","Taf11",0.765548147069573,"turquoise",1
"8534","Uhrf1bp1",0.831589468599543,"brown",3
"8535","Snrpc",0.865487001268731,"yellow",4
"8536","Actr3",0.655835083948067,"midnightblue",15
"8537","CUNH6orf106",0.678390296564213,"orange",25
"8538","Pacsin1",0.856556301610761,"green",5
"8539","Rps10",0.767987527267628,"turquoise",1
"8540","NUDT3_like",0.724012542640912,"greenyellow",11
"8541","SMIM29_like",0.771076758304424,"turquoise",1
"8542","Hmga1",0.62521470023997,"turquoise",1
"8543","Grm4",-0.115298285475364,"grey",0
"8544","Lemd2",0.745212947501741,"purple",10
"8545","Slc35f5",0.645560755037848,"blue",2
"8546","Ip6k3",0.559323314852448,"purple",10
"8547","UQCC2_like",0.835314804709184,"turquoise",1
"8548","Itpr3",0.624983118984552,"royalblue",20
"8549","Zbtb9",0.541939052081887,"grey",0
"8550","Syngap1",0.711814132172123,"tan",12
"8551","Cuta",0.917868741479208,"turquoise",1
"8552","Phf1",0.627972969596591,"turquoise",1
"8553","Daxx",0.791570940524398,"purple",10
"8554","Zbtb22",0.654191368029544,"green",5
"8555","Tapbp",0.577315573336457,"turquoise",1
"8556","Rgl2",0.532099493838478,"salmon",13
"8557","Pfdn6",0.904518283647089,"turquoise",1
"8558","Wdr46",0.860025679776854,"turquoise",1
"8559","B3galt4",0.855612058481243,"turquoise",1
"8560","Rps18",0.748787250407825,"turquoise",1
"8561","Lypd1",0.572887984198523,"green",5
"8562","Vps52",0.692771817537856,"red",6
"8563","Ring1",0.660609174143695,"turquoise",1
"8564","Hsd17b8",-0.359060981593475,"grey",0
"8565","Slc39a7",0.783881469872998,"yellow",4
"8566","Rxrb",0.692955191012273,"orange",25
"8567","Col11a2",0.678253715939994,"lightcyan",16
"8568","HLA-DPA1_like",0.458568758301508,"red",6
"8569","Brd2",0.718155429508865,"cyan",14
"8570","Nckap5",0.724042716172598,"blue",2
"8571","Tap2",0.52593364985713,"magenta",9
"8572","HLA-H_containing_gene2867",0.268141651745973,"turquoise",1
"8573","Stim2",0.483872344012551,"green",5
"8574","Tbc1d19",0.546350283863305,"brown",3
"8575","Rbpj",0.773066260875676,"blue",2
"8576","Smim20",0.747946653638358,"turquoise",1
"8577","Sel1l3",0.472882377185605,"tan",12
"8578","Anapc4",0.754786126361705,"turquoise",1
"8579","Lgi2",0.909837673630605,"brown",3
"8580","Ccdc149",-0.284117445317279,"grey",0
"8581","Dhx15",0.720234869165012,"blue",2
"8582","Ppargc1a",0.871877693132363,"brown",3
"8583","Adgra3",0.724274493293569,"salmon",13
"8584","Mgat5",0.892428310795651,"brown",3
"8585","Kcnip4",0.614058339109607,"darkgreen",22
"8586","Slit2",0.624818102767677,"brown",3
"8587","Lcorl",0.829734605891429,"blue",2
"8588","Dcaf16",0.318274413721888,"brown",3
"8589","Tmem163",0.72850603236102,"turquoise",1
"8590","Med28",0.666464208770786,"blue",2
"8591","Lap3",0.728050219733091,"yellow",4
"8592","Qdpr",0.714774127158384,"yellow",4
"8593","Ldb2",-0.276283841235003,"grey",0
"8594","Tapt1",0.285459097925384,"grey",0
"8595","Prom1",0.651414711018443,"blue",2
"8596","Fbxl5",0.677692717072783,"turquoise",1
"8597","Cc2d2a",0.720059042725674,"lightcyan",16
"8598","Cpeb2",0.78294745299515,"brown",3
