unique_gene_symbol,hy_imp,med_imp,fore_imp,hy_rank,med_rank,fore_rank
Arpc2,2.739924563836058e-4,1.2098553777719078e-5,1.3773170914943089e-5,295,11951,11337
Gnaq,2.739422966500292e-4,1.2596030177444855e-4,1.760074742319994e-4,296,2469,1628
Bcan,2.738996877344131e-4,3.096966593844404e-4,1.3594780666222154e-4,297,167,2374
LOC106144648,2.726241838722081e-4,2.908384183421792e-4,2.653342720387401e-4,298,452,929
Fam49a,2.7245432622367605e-4,1.9305364658708406e-4,1.1159852998223487e-4,299,1230,3057
Leng8,2.723475812175138e-4,8.89978553022007e-5,9.041696240736502e-5,300,3690,3695
Thap4,2.717596388460904e-4,1.3257688040836484e-4,1.8772413327413227e-4,301,2247,1497
Dusp8,2.713180683376283e-4,2.369087774147589e-4,1.182982809877182e-4,302,869,2862
Lgi1,2.712780253617872e-4,2.9187681108131127e-4,3.09401295570787e-4,303,424,189
MKRN1_like_gene3980,2.712757527712422e-4,1.588639713841937e-4,8.645339610573699e-5,304,1651,3832
Psma4,2.709319665824577e-4,5.2329007839775805e-5,1.978425919025718e-5,305,6141,10021
Eif4a1,2.7054236723790895e-4,2.8874633352270846e-4,2.6792020695548513e-4,306,530,753
Coro1c,2.7037638441279046e-4,1.9652976643033006e-4,2.1754498973029874e-4,307,1173,1195
Znf628,2.701690220139625e-4,6.998216837833637e-5,4.3466376307815367e-5,308,4821,6572
Med23,2.699515109884996e-4,3.117454478242427e-4,2.7264705846757626e-4,309,157,560
PHKA2_like,2.698608563560122e-4,2.8639757283800053e-4,3.244064256046162e-4,310,667,151
Snx8,2.697743624864905e-4,3.6110722960746986e-4,3.440228062998685e-4,311,43,81
ATP1A2_like,2.697169475702751e-4,1.4512577230144482e-4,4.357052550424411e-5,312,1979,6563
G16309,2.695358363879315e-4,0,0,313,12575.5,12501
Rgl1,2.695323789353099e-4,3.1290064635687467e-4,1.579610324533121e-4,314,144,1947
Tpr,2.68936789839561e-4,2.3080486118664035e-4,2.1024654905900056e-4,315,885,1234
Med13,2.687256333976853e-4,2.2960372945689156e-4,1.3145353698749824e-4,316,893,2505
Mief1,2.683517764220583e-4,3.2448184041402846e-4,3.0836614238173506e-4,317,93,196
Hspa14,2.682224647422032e-4,1.514010906189963e-4,2.66732098780377e-4,318,1828,814
Tenm2,2.6817513695076177e-4,1.0856473765266784e-4,3.7538188220570404e-4,319,3015,35
Rab8b,2.681699249908567e-4,1.4718505240161122e-4,3.2630023704202654e-4,320,1927,146
Akt1,2.6809572446120244e-4,9.248695199726719e-5,1.5810457532051598e-4,321,3538,1945
Asrgl1,2.680656294720688e-4,5.800546248057048e-5,2.894163865427868e-4,322,5616,315
LOC110597659,2.6801842945265917e-4,0,0,323,12575.5,12501
Map3k7,2.679642036778018e-4,2.974034036604031e-4,3.228337304320462e-4,324,267,154
Inpp4b,2.679317076581155e-4,4.7967307857767094e-5,3.9898774736030466e-5,325,6588,6938
Txlna,2.6785537437667604e-4,1.4302220479803004e-4,1.4745025348537866e-4,326,2037,2083
Tac3,2.6779096432210894e-4,1.3197476803961328e-4,1.466682033084459e-4,327,2267,2097
Gnpda1,2.677700597540775e-4,8.889604176902746e-5,7.333667051211628e-5,328,3695,4408
Chi3l1,2.6775416567309957e-4,2.3818933481586758e-4,2.717329237410802e-4,329,863,598
G31432,2.6775226172070604e-4,5.779208525889889e-5,3.2617470240236306e-5,330,5635,7837
Mllt6,2.675970011690639e-4,7.804378289580692e-5,3.0098879689511877e-4,331,4326,221
Chd5,0.00026756218572289577,2.745739760568565e-4,3.06832540866608e-4,332,767,204
Xpnpep3,2.674345665898494e-4,1.9534687181387055e-4,3.063824565122842e-4,333,1188,206
Erich1,2.674263606715644e-4,1.2668827291644077e-4,5.022526683139061e-5,334,2439,5948
Gdpd2,2.673524698000418e-4,1.3135926466535916e-4,1.8260143599562077e-4,335,2285,1547
Rgs11,2.6729849123036743e-4,1.4962955243138495e-4,3.531398161608247e-4,336,1869,54
Dhx32,2.672495574863352e-4,1.0626861978360364e-4,2.6935007371477914e-4,337,3082,685
Pgd,2.672154058038649e-4,2.8831826806770613e-4,2.6641913623997357e-4,338,553,839
Fbxo22,2.6718332289026004e-4,6.474882730926664e-5,2.668253483390045e-4,339,5132,809
Dnah9,2.6713257987680684e-4,1.2480030114870046e-4,2.6534175134316514e-4,340,2515,926
Aip,2.6711046894756186e-4,9.008914313501447e-5,1.922799807025332e-4,341,3641,1461
PABPC1L2B_like_gene25888,2.670920521200525e-4,1.985243841440352e-4,6.445590595053529e-5,342,1145,4937
Trim56,2.67044387487823e-4,6.932601331008248e-5,1.9169038986994265e-4,343,4862,1469
Supt3h,2.669823914919913e-4,1.907114869751845e-4,2.651835292164607e-4,344,1267,937
Ptprn2,2.6689114169958485e-4,1.606664403847757e-4,2.945037323911387e-4,345,1623,260
Rnf40,2.668608242452016e-4,1.4021686654500088e-4,8.42061665543465e-5,346,2113,3922
Col27a1,2.6677379918137287e-4,1.948714246795274e-4,3.851623772112218e-5,347,1196,7076
Drg1,2.6674726318548064e-4,1.2545759818251737e-4,3.188727958217622e-4,348,2491,171
CYP7B1,2.6673212263196084e-4,1.748948390807755e-4,1.976818638956641e-4,349,1497,1368
Dnajc27,2.666995968652636e-4,5.2693647911897736e-5,9.48051956390464e-5,350,6105,3566
Mpped1,2.666392785243608e-4,1.311404832242002e-4,1.1331610249961746e-4,351,2293,3005
Snrpc,2.6643874880353223e-4,1.6558196322947083e-4,2.9295453733276883e-4,352,1560,281
Dpp10,2.6642504483267944e-4,9.636766248374783e-5,7.9346913742135e-5,353,3403,4119
Rab10,2.6631830688949e-4,5.751741681445551e-5,1.9270156629666292e-4,354,5665,1453
RBM4_like,2.662555683133597e-4,2.6217327082905513e-4,2.1780285793188532e-4,355,790,1193
Ddx17,2.662538205466433e-4,1.8474584889054726e-4,1.4755114268928866e-4,356,1395,2081
Cops7a,2.661842932374237e-4,1.6331446372201154e-5,1.6517281873898817e-4,357,11310,1853
Etf1,2.6603201759530605e-4,1.2457448003718138e-4,2.643406251202876e-4,358,2524,974
Cpt1a,2.658634605213764e-4,1.9728009451743027e-4,2.725276793994585e-4,359,1165,565
Smim4,2.6584493391756145e-4,1.5313726167630358e-5,1.8570770772063992e-5,360,11508,10247
Ube2b,2.657885901653826e-4,1.4219441250640694e-4,5.994075615621731e-5,361,2059,5251
Lztr1,2.657857936024955e-4,5.292185865478522e-5,1.308483589856554e-4,362,6090,2523
Tmcc1,2.656918503128249e-4,9.676718330299281e-5,4.3588446941814765e-5,363,3391,6559
ERC2_like_gene1402,2.6565592773651733e-4,1.2746013664188404e-4,2.6378232732448816e-4,364,2413,993
Trim66,2.655605567198226e-4,2.3971951683628667e-5,5.281086120079853e-5,365,9847,5741
Trmt13,2.6541902046872364e-4,2.8960080459616275e-4,3.095506258571202e-4,366,489,188
Rrp1,2.6523574014182424e-4,1.0792856547949248e-4,1.7082700106079424e-4,367,3036,1748
Mars,2.6514448129988323e-4,9.518222688300365e-5,5.016615491531462e-5,368,3443,5952
C1qbp,2.6508785747938557e-4,5.8646238365602065e-5,5.334071991930808e-5,369,5559,5704
Bsg,2.650232047168073e-4,3.912066419329206e-5,2.913081716376725e-4,370,7505,294
Slc35b2,2.65001209261937e-4,8.006079954297266e-5,2.6957450115152194e-4,371,4205,675
Acsbg1,2.6499694185858964e-4,1.8720185493518985e-4,3.923816839187688e-5,372,1355,7000
Fbxl18,2.6494302669155046e-4,1.8900823446582022e-4,3.55972412091607e-5,373,1315,7411
Elavl1,2.6489445333392596e-4,8.389269323102707e-5,2.2139625703560431e-4,374,3974,1174
Dennd6b,2.648652247092436e-4,1.9025294792778582e-4,1.557344425547517e-4,375,1280,1984
Fyttd1,2.648103959589759e-4,2.873078807929291e-4,1.442423286722532e-4,376,613,2148
Pnisr,2.6471373540889537e-4,2.891205583760879e-4,2.69676238019806e-4,377,506,672
Fuz,2.646976944275474e-4,6.0109530331919035e-5,1.4621903880393284e-4,378,5446,2107
Rplp0,2.646961992245985e-4,3.393612504430095e-5,6.533878077820518e-5,379,8219,4886
Insr,2.646379549515308e-4,1.6298437967444994e-4,1.3462195952925864e-4,380,1584,2409
HCG11_like_G4810,2.6461676055979046e-4,5.786985918970499e-5,2.844070509000669e-4,381,5626,354
Exoc5,2.6459575673477945e-4,2.9245035767997573e-4,3.650588489650343e-5,382,392,7299
Aacs_rna21691_alt,2.6457815144559864e-4,1.8991006551832785e-4,5.0542241682829774e-5,383,1290,5926
Ccdc169,2.6450625992918106e-4,0,2.723231046480935e-4,384,12575.5,575
Ndn,2.6440371886159153e-4,7.46686512034461e-5,1.810357073015326e-5,385,4547,10351
NPM1_G37307,2.6427528160653753e-4,1.90913649569963e-4,7.870908448903583e-5,386,1260,4148
Hspb6,2.642620832623351e-4,1.6944202930200004e-5,2.79705521075231e-4,387,11221,402
Ptpn4,2.6424629364963113e-4,8.137455003354983e-5,1.7976185376467903e-4,388,4121,1572
Aurkaip1,2.642227864729156e-4,1.0969063603223606e-4,8.923853598320492e-5,389,2983,3736
Copg2,2.642224587044812e-4,2.2110294141963546e-4,3.0307339125390347e-4,390,972,216
Rrp9,2.642182412015291e-4,3.121944690289285e-4,3.1528931968773585e-5,391,155,8002
Iqgap1,2.6415841975239963e-4,3.6374759188642826e-4,2.734339299804153e-4,392,31,529
SLC2A3,2.64151710330274e-4,3.0691601828480993e-4,3.522358130941301e-4,393,198,56
Mvd,2.64101902048153e-4,1.3637973975787746e-4,2.718237408117988e-4,394,2186,594
Eif4e2,0.00026410099775686917,2.947329576275848e-4,4.913787470907484e-5,395,312,6057
Cd63,2.640763489620039e-4,3.146822335236965e-4,2.7194801071937574e-4,396,131,591
Ubqln1,2.6393741298351024e-4,5.7990840504850796e-5,7.860200855547862e-5,397,5618,4155
Kdr,2.6360200760231395e-4,1.2751921671728044e-4,2.657215082104144e-4,398,2411,895
Vps13b,2.63525355954185e-4,1.9514770171483252e-4,2.66188790302133e-4,399,1192,855
Ddb1,2.635136464277109e-4,2.919822599984098e-4,2.7247259797002143e-4,400,417,566
Bud31,2.6323782690290654e-4,9.29306920561489e-5,1.4265263329367326e-4,401,3529,2177
Nkap,2.631896299858989e-4,2.5440885248910316e-5,2.570146828726359e-4,402,9603,1038
Fam98a,2.6305460924259353e-4,2.4556686443629003e-4,1.470843687179907e-4,403,838,2089
Mrps18b,2.6292626683409174e-4,6.170725109645678e-5,1.6651186134583444e-4,404,5327,1824
Tomm40,2.62878982136615e-4,9.435829154436984e-5,1.0099205069959724e-4,405,3481,3392
Robo2,2.628482197610074e-4,1.9740922715006135e-4,1.7350568864067263e-4,406,1162,1676
Abce1,2.6278390795347623e-4,1.063092105155726e-4,2.677685664964478e-4,407,3081,758
Cct6a,2.627441898051679e-4,2.013865232187365e-4,2.5737698514285577e-4,408,1118,1036
Yipf2,2.6271250143000127e-4,1.5589032699769403e-4,3.899419927586331e-5,409,1727,7022
Daam1,2.6266453009571246e-4,8.481228826996828e-5,1.0749476128229648e-4,410,3919,3186
Tmem181,2.6265477160212147e-4,3.4584515113100214e-4,2.6677460685785363e-4,411,66,810
Pdgfra,2.625920399933908e-4,2.9206703802978073e-4,2.773055954797863e-4,412,411,433
Cldn10,2.624449200186963e-4,3.0207938215953114e-4,2.660860948813694e-4,413,228,867
Fbxo31,2.624110346517002e-4,1.594135555905549e-4,1.745286844540406e-5,414,1644,10509
Celsr2,2.624067043966687e-4,4.405873839105304e-5,1.0327702428336992e-4,415,6975,3329
Fsd1l,2.6227755698439925e-4,2.176494133517693e-4,2.9516559095345392e-5,416,1005,8305
Prpf4,2.621791568101912e-4,2.9276717558991206e-4,1.1749883875413855e-4,417,378,2888
Snrpb2,2.620852281460178e-4,2.848580252849065e-4,5.461932505919957e-5,418,737,5588
Prkar2a,2.6200615754686326e-4,2.5412227732285757e-4,2.994372512456721e-4,419,815,225
Dact3,2.61962699507246e-4,2.8980745793110487e-4,2.625496530449748e-4,420,486,1019
Abhd2,2.617909464831804e-4,1.333449713929457e-4,2.9921626951292206e-4,421,2230,226
Psen1,2.617667181358421e-4,2.5738004262347927e-4,1.0179856302410155e-4,422,799,3371
Ppfia2,2.616783773296303e-4,3.669115239527445e-4,2.877895688941414e-4,423,17,327
Pdia2,2.6163603784206974e-4,1.5554249420814923e-4,1.4868292360944492e-4,424,1734,2066
Nono,2.6160159565591324e-4,2.942685281144638e-4,9.405039295202453e-5,425,321,3598
Sh2d3c,2.6155630880056794e-4,1.5315986620042602e-4,1.1812671245117358e-4,426,1782,2868
Fam81a,2.6144278868472915e-4,1.2329964331071562e-4,2.9789359379826424e-5,427,2585,8269
Arap1,2.6138520004659744e-4,1.3111356322926068e-4,2.7916997584468263e-4,428,2294,413
Arf1,2.6128940662513666e-4,8.544454684487073e-5,1.9736229636902506e-5,429,3879,10031
Ralbp1,2.612432385136615e-4,2.489674989159963e-4,3.211189541890578e-4,430,826,161
Rrp8,2.611814997446704e-4,1.6088354668604188e-4,1.5466969858209722e-4,431,1615,1995
Cog6,2.6103556208282187e-4,6.216405791483722e-5,2.242865716528965e-5,432,5297,9532
Tmem43,2.6094792239536975e-4,2.941915157441203e-4,2.6714542930805784e-4,433,323,790
Kndc1,2.6088946660233255e-4,9.108696626712265e-5,7.064471252673263e-5,434,3605,4580
Smarcc2,2.6078980750534426e-4,1.8499962406380474e-4,1.8641970979228466e-4,435,1390,1512
Klhdc1,2.607525997384486e-4,1.0149507432455641e-4,4.496747541372121e-5,436,3213,6439
Chd3,2.6071877629639577e-4,1.1150115250465528e-4,1.9663824049691468e-4,437,2936,1385
Astn1,2.607134258794204e-4,2.7896853514256914e-4,2.0312763046460158e-4,438,763,1306
GSTM4_like_gene20552,2.607019675274444e-4,3.0128068748993387e-4,2.792310283730521e-4,439,232,410
Chmp1a,2.606333772548794e-4,3.5186294866068104e-5,3.409834419250692e-5,440,8041,7632
Dnaja3,2.6052731590244915e-4,1.8819853706386646e-4,2.802006032772598e-4,441,1334,390
Gria2,2.6040268096381617e-4,3.730997982213386e-5,2.729265951637126e-4,442,7757,544
Gpld1,2.60380335832303e-4,1.2384642675456235e-4,5.582146442864896e-5,443,2560,5517
Osbpl1a,2.6006108420140666e-4,2.335376726350841e-4,8.860526655010937e-5,444,877,3759
Abt1,2.60003069178986e-4,8.300929022706195e-5,2.4489465356015674e-4,445,4030,1073
B3gat3,2.5996794473868604e-4,8.110207013940548e-5,2.6475678453112073e-4,446,4141,957
Igf2r,2.598927932816472e-4,2.0092170525370234e-4,5.5169390039089595e-5,447,1123,5563
Reep6,2.5979711167653025e-4,1.3768659741710663e-4,3.474470981851378e-5,448,2159,7535
Tcea2,2.597458918170174e-4,2.0041371853211123e-4,2.2913189221372143e-4,449,1125,1142
Anxa1,2.5968714077551406e-4,2.1997711374861247e-4,1.645812873437557e-4,450,985,1865
Thop1,2.596199246463731e-4,3.0600909597483983e-4,1.9332262297011238e-4,451,208,1436
Sntg1,2.595989089048381e-4,1.981846277972389e-5,8.884301382338473e-5,452,10654,3752
Cotl1,2.594133821771824e-4,2.1175240702671797e-4,1.6701056263166962e-4,453,1055,1815
Ythdf1,2.59353865999026e-4,2.661666372317826e-4,2.0468764443430388e-4,454,784,1284
Psmc1,2.5914825624697325e-4,1.9112175809272197e-4,1.3361763404790694e-4,455,1256,2443
Bcas3,2.591457849260143e-4,1.779694388475157e-4,7.354767733106632e-5,456,1465,4398
Pmpcb,2.590159257177945e-4,8.320361046635094e-5,4.124984756095339e-5,457,4018,6795
COX7B_gene19995,2.5900420745902903e-4,2.5922552271282346e-5,1.5765697011219675e-5,458,9538,10855
ABCF1_containing,2.588348787667366e-4,5.1077414673266806e-5,6.437688895871074e-5,459,6252,4945
Arpc5,2.5876458691318687e-4,1.8397268916290095e-4,1.313853280804544e-4,460,1407,2507
Ybey,2.587470847101268e-4,1.604752624632895e-4,2.811247659122907e-4,461,1627,378
Wdfy1,2.587303678937232e-4,3.0772359237125164e-4,1.5061187958241925e-4,462,186,2044
Msn,2.5860091699447346e-4,1.5043020668196295e-4,2.684588178513691e-4,463,1845,721
Plch2,2.5818475584249185e-4,1.0884283608903935e-4,2.639762560965311e-4,464,3008,986
Bfar,2.5808897099150537e-4,2.87293256895167e-4,1.9476501293971862e-4,465,614,1406
Tkt,2.5797378124335125e-4,2.1396279041065858e-5,1.5812290312521805e-5,466,10319,10846
Kcnip2,2.5791334012195346e-4,6.333952650739729e-5,3.4156660503556724e-4,467,5223,101
Dcaf7,2.578740473700551e-4,3.0087627655047864e-4,3.429052993321126e-4,468,235,88
Cchcr1,2.576971572335357e-4,5.361530396603912e-5,2.6372748584360596e-4,469,6023,997
Fnip2,2.575903974209032e-4,2.866349557205614e-4,2.860332517964846e-4,470,652,343
SUMO2_like_gene17930,2.574980725632428e-4,8.374861789896605e-5,3.209049867152377e-5,471,3981,7918
Hspbap1,2.574077475389877e-4,1.5430178430663144e-4,5.6793079051532576e-5,472,1767,5451
Fgfr3,2.573714925510233e-4,1.6396985056230362e-4,9.337892124535073e-5,473,1578,3611
Acadsb,2.5736514475003326e-4,5.929429139444409e-5,1.37256329241245e-4,474,5509,2337
PABPC1L2B_like_gene25887,2.5732577445152546e-4,1.1724133467423683e-4,6.093381072394339e-5,475,2785,5180
Mycbp,2.5728996853165604e-4,1.841990845937029e-4,3.502438997757098e-4,476,1406,59
Cntnap1,2.5724908854165917e-4,2.290498687697599e-4,2.1824348540122515e-4,477,902,1188
Kiaa0907,2.5707765437099964e-4,1.6863224423431874e-4,1.6584163776476034e-4,478,1539,1839
Exog,2.570486127296623e-4,3.1751585262886916e-5,1.8283834402182624e-4,479,8543,1545
Dvl1,2.569828811605509e-4,7.026589941397463e-5,1.737643360047632e-4,480,4804,1670
Strap,2.5693852925435487e-4,1.4229065812134051e-4,1.6264484533454687e-4,481,2057,1883
Ctsa,2.5678053905588106e-4,2.43284478409535e-4,2.6939772450412184e-4,482,841,682
FMO5_like_gene25183,2.567800444814671e-4,2.932425616672035e-4,2.82288987981841e-4,483,360,365
Tbc1d9,2.5672131607158233e-4,5.6615856355687736e-5,1.7978139176338826e-4,484,5751,1570
Slc38a3,2.566699963770921e-4,1.243777221808274e-4,5.223845780290001e-5,485,2531,5784
Plekha5,2.565031357047852e-4,3.428466874898312e-4,2.2102034375181455e-4,486,78,1176
Sgsh,2.565023980069454e-4,2.9216172776549103e-4,0,487,408,12501
Hdlbp,2.5645246119080777e-4,2.5395160061563143e-4,3.8205299598052575e-5,488,817,7118
Sh3bp5,2.563120867449765e-4,1.7942146552160586e-4,1.7762347772292504e-5,489,1447,10434
Brms1,2.56236416707875e-4,2.3641863012961777e-4,2.677543301174074e-4,490,870,761
Ppp1r3f,2.559944960999274e-4,6.286133157245103e-5,2.6624367514183674e-4,491,5260,850
INTS6L_like_gene8579,2.5596748439433265e-4,0.00028995158503664423,7.556908554471109e-5,492,477,4294
Kpna2,2.5591265010883966e-4,2.942840834037323e-4,2.6743416280251413e-4,493,320,775
Sf3a3,2.5591121502431893e-4,1.9903735513157627e-4,2.8366378404087516e-4,494,1139,359
Pink1,2.557951312034788e-4,1.0703210147187542e-4,2.801540646177797e-4,495,3064,391
Pfkfb3,2.554631513247134e-4,7.098936013743399e-5,2.6657828485338573e-4,496,4752,824
Klhl15,2.5546163547595784e-4,8.506089092856745e-5,1.8737387036340197e-4,497,3903,1503
Pcdh11x,2.554515720945919e-4,0,1.7207376760110005e-4,498,12575.5,1710
Maneal,2.553976606374917e-4,1.257409014988028e-4,1.9136236114244023e-5,499,2479,10125
Tmem248,2.5525525097345737e-4,1.8792013223471523e-4,2.710464269163075e-4,500,1341,618
Bop1,2.551693884483989e-4,2.889890889771587e-4,3.7857607010696e-5,501,513,7159
B3gat1,2.551220639326464e-4,3.6451041125020475e-4,2.747428811882979e-4,502,27,475
Foxo4,2.551178033409711e-4,2.8984659955761684e-4,2.6499912850146514e-4,503,483,946
Stam,2.5500442155214906e-4,5.961536724757728e-5,1.1845321583363449e-4,504,5481,2856
Icmt,2.5493261486477864e-4,8.227582432106717e-5,1.4466074753054825e-4,505,4067,2140
Ubr1,2.547372131078363e-4,1.241454652584931e-4,8.527164357229023e-5,506,2545,3876
Ece2,2.543521599548381e-4,2.0196300473164044e-4,2.658134977316791e-4,507,1113,886
Abcb9,2.5427372635525834e-4,1.413760143898002e-4,2.9354477355233316e-4,508,2076,273
Col19a1,2.5426502955692374e-4,0,1.397920464865735e-4,509,12575.5,2256
Ppfibp2,2.5426440423052734e-4,1.5782331524958915e-4,5.125729498594405e-5,510,1677,5876
Ttll1,2.5422402531247347e-4,2.8539149807967285e-4,3.4479723279806076e-4,511,720,75
Slc25a18,2.5408561782406543e-4,2.9585496302441945e-4,2.7131764301595117e-4,512,290,609
Sugt1,2.540735412869593e-4,5.574833280573049e-5,5.9877632972673614e-5,513,5818,5256
Ube2h,2.5405861953829007e-4,2.151789330411811e-4,3.9425178166763495e-4,514,1029,19
Trim23,2.5401023262671557e-4,6.549753945272988e-5,5.451161195098157e-5,515,5081,5603
Kcnd1,2.5398271968304e-4,2.1901473703800855e-4,1.133990584377603e-4,516,994,2999
Jun,2.5384531724465946e-4,9.381939644438049e-5,1.7423794875899942e-4,517,3508,1656
Gripap1,2.535807560087231e-4,9.317150068217516e-5,6.34522243054226e-5,518,3524,5013
Atf5,2.5354497660886894e-4,8.042720882154385e-5,1.1814258667007947e-4,519,4185,2867
Lsm14b,2.5351197285131415e-4,2.866545642477551e-4,5.521862933608386e-5,520,650,5557
G29420,2.533573647505348e-4,0,0,521,12575.5,12501
Wdr12,2.532450045477083e-4,2.869046448707457e-4,7.977449429507587e-5,522,640,4104
Cacna1e,2.5295130488658474e-4,5.634871477153575e-5,2.0371691947968372e-4,523,5769,1297
Cnr1,2.5293242827907457e-4,2.7364714551287505e-5,3.386246466401834e-5,524,9275,7664
Spryd3,2.527254786173199e-4,1.3454753987726735e-4,4.37349794120602e-4,525,2211,4
Efr3b,2.5238736755470116e-4,5.397852188474416e-5,9.490866636116474e-5,526,5986,3563
Kptn,2.5236813453942056e-4,4.890841671164753e-5,1.6648145187937984e-4,527,6477,1825
Rnd2,2.523483050673284e-4,2.888911788466915e-4,2.723374018641539e-4,528,522,573
Stx16,2.523189153411333e-4,1.2539508646103865e-4,7.531618974130347e-5,529,2496,4308
Supt16h,2.522428532367932e-4,1.600175516771033e-4,2.216964769104996e-4,530,1635,1173
G31545,2.521345007831863e-4,0,3.2644725667703623e-4,531,12575.5,143
Baalc,2.5207724948814327e-4,1.0567166107646278e-4,2.8763097001031707e-5,532,3094,8437
Snrnp35,2.520305896628532e-4,6.987219073240926e-5,7.768876019071045e-5,533,4829,4193
Htatip2,2.519695415094937e-4,1.9654132774915204e-4,2.576188922472669e-4,534,1172,1035
Mpp2,2.5195548856904817e-4,4.2687374393834565e-5,1.1942751888519446e-4,535,7105,2829
Casd1,2.51933661176245e-4,2.1001558654968847e-5,4.46879783070934e-5,536,10414,6467
NIPSNAP3A_like,2.5184679928001274e-4,0,2.649359805331139e-5,537,12575.5,8831
G3940,2.51834315445212e-4,3.080126145086651e-4,1.0412641142183833e-4,538,182,3303
Dopey1,2.51829604723436e-4,3.831349561589837e-5,6.582835540422304e-5,539,7639,4856
Snx6,2.5179824977830293e-4,1.1283312920215339e-4,1.5174634598098027e-4,540,2903,2032
