unique_gene_symbol,hy_imp,med_imp,fore_imp,hy_rank,med_rank,fore_rank
Psmg3,1.2202886744018686e-4,2.95738106419104e-5,1.3172317281706286e-5,2777,8904,11463
G20363,1.2198863742986822e-4,3.6520560454228304e-5,1.3675117628686673e-5,2778,7845,11361
Znf385c,1.2196610723633071e-4,2.869785615583499e-4,1.4550209609863138e-4,2779,634,2122
Fbxl5,1.2188772782094591e-4,1.4941026876369166e-4,4.557677327423174e-5,2780,1876,6377
Ddx56,1.2188580643523969e-4,2.931285008857433e-4,2.710279017683118e-4,2781,366,619
Chmp2b,1.2182062918716574e-4,1.686946387286921e-5,8.953059218704763e-5,2782,11234,3727
Arel1,1.2177631634041847e-4,3.0326359655999526e-4,5.080241179851511e-5,2783,221,5907
Gpam,1.217197830938487e-4,1.2784026759731285e-4,2.67222781049391e-4,2784,2393,786
Brd7,1.2169759883477586e-4,2.069088359376085e-5,1.452336674400042e-4,2785,10482,2128
Sec24a,1.2164148530321113e-4,2.970430495326477e-4,1.1507302693853367e-4,2786,273,2963
Prickle1,1.2159508550996643e-4,8.338211026626533e-5,3.135274497548244e-5,2787,4009,8024
Wdr54,1.2156084662534006e-4,6.433870641784259e-5,4.610151738911266e-5,2788,5166,6331
Pltp,1.2154178429384812e-4,2.0508868988144266e-4,1.542006609741397e-4,2789,1095,2004
Lin52,1.2150998514199529e-4,2.73979566287182e-5,1.5377805005998078e-5,2790,9270,10960
Caskin1,1.215089156878318e-4,3.9468119880700455e-5,6.190086659217492e-5,2791,7468,5103
Cpeb1,1.2150575060697077e-4,1.3156791562170538e-4,2.3075084396335727e-5,2792,2274,9426
Celf4,1.2150117743251108e-4,9.908629204752105e-5,1.2546743504277127e-4,2793,3296,2663
Tmem65,1.2148915695530795e-4,2.1030457319693372e-5,1.794339076437394e-5,2794,10407,10384
Rcc1,1.2148666928781451e-4,3.0655778348124966e-4,9.442153074146049e-5,2795,202,3581
CD82_like,1.2147364116190477e-4,1.9797085389121287e-4,0,2796,1154,12501
Ephx1,1.2142320821558199e-4,2.832981738988598e-4,4.1077849876583896e-5,2797,755,6807
Rasgef1a,1.2142310559331436e-4,1.1341884910582214e-4,2.7708183869511985e-4,2798,2886,439
Homer2,1.2139791200102955e-4,6.062658046814626e-5,2.0186146045687702e-5,2799,5403,9942
Serpine2,1.2138083702456009e-4,1.4119189056983328e-4,9.505303980837062e-5,2800,2086,3559
Wwc1,1.2136495232952925e-4,1.585599806782091e-4,1.6751814556241342e-5,2801,1656,10666
Snx24,1.2127765806056438e-4,3.1808193818817865e-5,3.471731404781471e-5,2802,8536,7541
CRMP1_gene2946,1.2126413009145116e-4,1.8336171277089292e-4,3.236045607607747e-5,2803,1416,7877
Zhx2,1.2124676895180318e-4,2.4490439314671434e-5,1.4591809581448366e-5,2804,9749,11142
Fam19a2,1.212430992709233e-4,5.0517545330142315e-5,7.888398071207836e-5,2805,6304,4137
Snrpd1,1.2122383398121502e-4,3.307238244464953e-5,8.901189850333785e-5,2806,8341,3745
Dock6,1.2116616480965304e-4,3.627083002766283e-5,1.0008453749444568e-4,2807,7887,3427
Wdr31,1.2112635449327904e-4,2.5121542775776302e-5,1.6419674402357486e-5,2808,9647,10724
Alas1,1.2111606105930418e-4,2.9190110190243984e-4,2.725309430972393e-4,2809,423,564
Nln,1.2109061675345063e-4,7.402996552328447e-5,2.728682865683411e-4,2810,4581,549
Vstm2b,1.2108903964111386e-4,3.466029608465057e-5,2.3558182718680193e-5,2811,8116,9340
Grin3a,1.2103630690326562e-4,8.950589659412425e-5,2.0245971045583027e-5,2812,3669,9920
PPAN-P2RY11_like,1.2103297055887135e-4,1.0345371357732631e-4,8.218711386596384e-5,2813,3147,3999
Sik2,1.210181301493367e-4,1.0958641642746353e-4,1.3581820224759568e-4,2814,2986,2379
G35407,1.2099698732276074e-4,1.856516020723635e-4,1.3872024124170706e-4,2815,1380,2288
Pdpn,1.2097515887189544e-4,1.8327912002774087e-4,1.4243615165762736e-4,2816,1417,2185
Mrpl44,1.2094154359147968e-4,3.291424326487575e-5,1.03984325834806e-4,2817,8364,3306
Sgsm2,1.209232761905819e-4,6.593517169687757e-5,2.710230250707519e-4,2818,5055,620
Tex261,1.2092081096413904e-4,9.747321013367507e-5,1.8552642717347654e-4,2819,3363,1518
Sdc3,1.2087408593029295e-4,2.9467775306266656e-4,4.012298021832992e-5,2820,314,6907
Fosb,1.2081920750389289e-4,0,2.0711888258961727e-5,2821,12575.5,9836
Mrps21,1.2080094183992363e-4,6.0330030482249456e-5,3.336852175430687e-5,2822,5427,7728
Pex16,1.2077377280443042e-4,1.557206174684938e-5,3.660623248657935e-5,2823,11463,7285
Pigt,1.2076960053509592e-4,4.02194812393917e-5,1.225318049438276e-4,2824,7379,2737
ABCA3_like,1.2070242979932094e-4,1.7195508492622155e-4,1.2982369363336894e-4,2825,1520,2552
Tmem151a,1.2069589682190065e-4,1.3302259526074217e-4,4.1974369299082175e-5,2826,2235,6707
SCD_containing_gene16206,1.2069164492547969e-4,2.437322546177076e-5,8.109487587690259e-5,2827,9772,4045
Scarf1,1.2068718636690794e-4,8.02652007676866e-5,2.454951466896024e-5,2828,4193,9199
Mapre3,1.2064705219053625e-4,6.748826070746122e-5,2.6665521952596178e-5,2829,4961,8805
Tmod3,1.2063112113440432e-4,1.5710512608240468e-4,3.000320894512821e-4,2830,1696,223
Fam207a,1.2044042604752692e-4,2.505329008994317e-4,2.6139754787668154e-4,2831,822,1026
Npas4,1.2041194179176961e-4,0,1.2367317693350548e-4,2832,12575.5,2704
Bri3bp,1.2041106804454719e-4,1.5527223651782732e-4,7.531469295369252e-5,2833,1743,4309
Sin3b,1.2040031500425734e-4,1.4415561622301058e-4,4.144651631743533e-5,2834,2009,6773
Dnaaf5,1.2039352852472683e-4,8.47093506576011e-5,1.7017516853184327e-4,2835,3924,1767
Entpd2,1.20376702962157e-4,3.0991712904221484e-4,1.985603740673374e-4,2836,166,1360
Aaas,1.2036220857584119e-4,8.939423349398704e-5,1.3961373170581654e-4,2837,3673,2262
Gpr88,1.2034992210102208e-4,3.668041237628259e-5,5.589731971104816e-5,2838,7822,5513
GLRX5_containing,1.203278095644758e-4,7.226197474070034e-5,3.3626190589630374e-5,2839,4678,7702
Zfand6,1.2031237176237063e-4,7.082417850960629e-5,2.709874859170171e-4,2840,4763,625
Nsun4,1.2029453623335665e-4,3.492032783202338e-5,2.8220612301769255e-5,2841,8087,8525
Ctgf,1.2028849990353629e-4,1.6077090651010295e-4,1.312258675512154e-4,2842,1620,2510
Nosip,1.2027959804648781e-4,3.8709370978727194e-5,3.8159393039493663e-5,2843,7567,7123
Apbb3,1.2027368982309176e-4,4.8277179068725755e-5,2.617260890742052e-5,2844,6548,8909
Flrt3,1.2024283561844395e-4,1.4957078228247238e-4,2.478617615499554e-5,2845,1872,9161
ZNF345_like,1.202016634027897e-4,0,8.185773355824002e-5,2846,12575.5,4019
Pnpla2,1.2014922208517662e-4,3.5077536069489515e-5,1.5708118957640245e-4,2847,8060,1959
Sema3c,1.2014812113390734e-4,3.873401235094943e-5,1.8570406934429157e-5,2848,7562,10248
Dyrk1b,1.2011397853859977e-4,8.618260788379505e-5,4.1826283942790425e-5,2849,3834,6725
NORAD_G36492,1.2008431646002833e-4,2.4236984938330253e-5,5.5468854820258033e-5,2850,9798,5541
Myo6,1.2008318367542426e-4,1.0226187878476362e-4,1.5594254021722273e-5,2851,3189,10902
Npm1,1.2006640435899222e-4,3.508419363272546e-5,1.1226201425966104e-4,2852,8059,3036
Lsm8,1.199936050830064e-4,1.794101642138864e-5,5.682263775936656e-5,2853,11029,5447
Actr3b,1.1999126897722204e-4,1.4968580667761318e-4,2.2165679801953525e-5,2854,1868,9585
FTCDNL1_containing,1.1998587471422854e-4,1.9017160173291381e-4,2.0533947049449923e-4,2855,1282,1277
Ube2r2,1.1996571814232883e-4,1.1491417305409684e-4,2.648131683811732e-4,2856,2851,952
Stard3,1.199518973464154e-4,2.868523876841758e-5,7.512779377638512e-5,2857,9059,4318
Gdf11,1.198976983116841e-4,1.5492690425963934e-4,2.286216699497917e-5,2858,1751,9463
Eif3b,1.1988755022932925e-4,2.843396567246601e-4,2.908179559404549e-4,2859,747,298
Ccng1,1.1981620713729171e-4,1.7805315488361425e-5,1.1496341709645559e-4,2860,11053,2965
Txnip,1.1980833415039934e-4,1.6264371766054202e-5,2.879440125442592e-5,2861,11323,8431
Chst10,1.1979349057529578e-4,1.473782849577849e-4,1.060100380149595e-4,2862,1922,3242
Rhbdl1,1.1978003928087354e-4,2.0845927530466117e-5,7.221287434404124e-5,2863,10448,4487
Eef2,1.197680234788417e-4,1.7995811172314105e-4,1.9238510931964445e-4,2864,1444,1459
Map2,1.1976384143282635e-4,7.310698918546482e-5,2.718828844878354e-4,2865,4638,593
Trappc3,1.1976168759751573e-4,1.5390492059608166e-4,2.838358290279901e-5,2866,1773,8501
Eps15,1.1971997881568665e-4,3.583794014747054e-5,1.1719337155944895e-4,2867,7955,2896
Nlgn3,1.1971026226540367e-4,8.96708833006878e-5,5.021472737825063e-5,2868,3665,5951
Apeh,1.1968241601311073e-4,1.0830634041947716e-4,3.1362486484090014e-5,2869,3023,8023
Hadhb,1.1963610860722847e-4,1.4485103198708533e-5,1.3486269039005036e-4,2870,11652,2402
Fopnl,1.196319324084731e-4,2.2492695601084092e-5,2.4375767522803803e-5,2871,10109,9216
Asb8,1.1954831682551667e-4,1.2390087572733412e-5,2.3020522672930957e-5,2872,11927,9431
Creg1,1.1953057954508998e-4,2.574931926901107e-5,7.994998017958587e-5,2873,9564,4100
Srcin1,1.1950314223482866e-4,7.145638522022802e-5,3.7431121316353815e-4,2874,4728,41
Dpy19l4,1.1948040910977934e-4,1.507534053589369e-4,1.4775527471383763e-4,2875,1837,2076
Kcnj5,1.1942586166186004e-4,0,0,2876,12575.5,12501
Plxdc1,1.1942507343119132e-4,1.3055864882490354e-5,4.499398460218827e-5,2877,11853,6435
RNF213_like_gene22884,1.1941976558512712e-4,5.767174131347296e-5,3.1882190232611236e-5,2878,5645,7946
Stk16,1.1933729905452864e-4,1.6353609748249678e-4,2.5183384610645062e-5,2879,1580,9103
Sprn,1.1929399833450331e-4,6.549626745021363e-5,1.2883195631095364e-4,2880,5082,2582
Pxk,1.1929271071086217e-4,1.5164268846850541e-4,1.9307556674594685e-4,2881,1823,1443
Brd3,1.1928143212263237e-4,1.0272131078862209e-4,2.691028228113424e-5,2882,3173,8750
Pik3ip1,1.1926050142267976e-4,7.052922724935988e-5,4.29482639953173e-5,2883,4784,6619
Larp1,1.192187593632987e-4,1.2856600954550543e-4,6.899351456008564e-5,2884,2370,4682
Heatr3,1.1920772702939192e-4,1.6071941020817475e-4,1.2920721692775592e-4,2885,1621,2568
Slc12a5,1.1919723677749766e-4,3.5516929259135735e-5,6.160660631201376e-5,2886,8000,5125
Tmem131l,1.1913778764369703e-4,1.0486327298338217e-4,1.9553552620072994e-5,2887,3108,10063
LOC101959125,1.1911882147128738e-4,0,1.767377552137729e-4,2888,12575.5,1617
Pde9a,1.190980042549087e-4,1.1233099629519641e-4,1.2644151071308213e-4,2889,2920,2637
Homer1,1.1906434978079475e-4,5.0984120525527165e-5,2.9314750672667527e-4,2890,6260,278
Srfbp1,1.1904668595080585e-4,8.010490827903318e-5,1.2015919621291629e-4,2891,4200,2810
Ccdc177,1.1899298637910345e-4,0,2.243532784299813e-5,2892,12575.5,9529
NORAD_like_G39191,1.1897812069146293e-4,2.8153964370846623e-5,2.0260754028755026e-4,2893,9146,1310
Nkrf,1.1894560665637378e-4,9.90094795914124e-5,1.0629729163125876e-4,2894,3300,3233
Knop1,1.1894546802743108e-4,1.314571222931419e-4,4.9992867109529136e-5,2895,2279,5972
Aldh3b1,1.1891521343550166e-4,1.657652885814356e-4,2.7624979019305086e-4,2896,1558,453
Slc39a6,1.1880475513386429e-4,1.615256081872645e-4,2.826335683436702e-4,2897,1604,363
Sdf4,1.188039119165485e-4,4.406521810126079e-5,3.132099128956007e-5,2898,6974,8029
Tcf20,1.187800070581093e-4,4.850486107997024e-5,1.7849453618972932e-5,2899,6521,10410
Nrf1,1.1877544510060228e-4,2.8636699177856366e-4,2.866289891540699e-5,2900,673,8464
FER1L4_like,1.187731196423883e-4,6.854983015122784e-5,1.800888846573868e-5,2901,4900,10366
Tmem41b,1.187230750313613e-4,0,6.694005014523949e-5,2902,12575.5,4793
CUNH12orf45,1.1867122441124327e-4,0,3.203527855011904e-5,2903,12575.5,7927
Mtf1,1.1861307948465932e-4,8.685876241870006e-5,1.6163733949376707e-4,2904,3793,1896
Hikeshi,1.1861228185288311e-4,9.443530618436192e-5,3.778107028624426e-5,2905,3479,7170
Aimp2,1.1860124619081072e-4,1.387304754356348e-4,2.906736128738707e-4,2906,2141,299
Rps6ka5,1.1859145948830677e-4,4.435641152776021e-5,1.568887214335227e-5,2907,6958,10880
Mpc1,1.1854780992657873e-4,1.3009477446665691e-5,2.6800192941195458e-5,2908,11860,8775
Gcn1,1.1852361488917643e-4,8.037700617370339e-5,3.534311981970718e-5,2909,4188,7448
Crb1,1.1848429362150273e-4,0,0,2910,12575.5,12501
CCDC162P_like,1.1846195365790196e-4,2.88569505377176e-4,4.3765515196586715e-4,2911,542,3
Edil3,1.1842914847743353e-4,2.700585821887095e-4,1.3831064575041738e-4,2912,774,2300
Pcsk5,1.184146604729146e-4,9.333471167505129e-5,2.6796919090063185e-4,2913,3518,748
Ctns,1.1840460637057348e-4,4.5729525751932043e-5,4.9043994881165214e-5,2914,6800,6060
Ralb,1.18396545618291e-4,7.204394038504613e-5,2.667039758141107e-4,2915,4692,817
Syvn1,1.1835660736303914e-4,2.0178000931304175e-4,1.562624591023075e-4,2916,1116,1971
ZIK1_containing,1.1835568700787088e-4,2.9995721761759544e-5,1.8622137357271018e-4,2917,8824,1514
Hyi,1.1832782538379947e-4,4.9442989077483305e-5,5.1272635055229784e-5,2918,6422,5875
Fyn,1.1830929959602127e-4,1.887269945703655e-4,2.672866125582434e-4,2919,1323,783
Chst1,1.1830458878608985e-4,4.8868909022926173e-5,5.451745630969558e-5,2920,6482,5602
LOC110597028,1.1829590992771607e-4,5.279974874346988e-5,9.818698095653707e-5,2921,6099,3474
Fam135a,1.1829359058460501e-4,1.0213880347821649e-4,3.796029544419615e-5,2922,3194,7149
Timm21,1.1826280232837885e-4,1.0057257188692906e-4,3.220810424505509e-5,2923,3238,7900
Impdh1,1.1825080892070066e-4,9.699862122156365e-5,2.3565726177319708e-5,2924,3380,9339
Togaram2,1.1822758149973613e-4,0,0,2925,12575.5,12501
Slc9a1,1.1821158033804614e-4,8.845389708280797e-5,2.1151746592830996e-5,2926,3718,9749
Arid1b,1.1817764170756811e-4,4.345565243093385e-5,2.7467980560783635e-5,2927,7039,8661
LOC101975916,1.1817141450785453e-4,2.3363579663532855e-5,9.789825590157146e-5,2928,9957,3484
Mrps23,1.1816887575395161e-4,5.8504715886152205e-5,5.19320586975807e-5,2929,5567,5815
Ruvbl2,1.1816466007556062e-4,1.311484917364329e-4,1.9320793386596672e-4,2930,2292,1440
Ripor1,1.1816354495124361e-4,1.825824451540224e-5,5.1766378505387784e-5,2931,10965,5829
Rspry1,1.1814481701871946e-4,2.869931720706384e-4,3.221860642488955e-4,2932,632,156
Lmbr1,1.1814312762093671e-4,3.884287979415875e-5,3.841106047981859e-5,2933,7549,7096
Ascc2,1.1814153879560982e-4,1.0178378716071711e-4,3.33266769700603e-5,2934,3202,7738
Pcna,1.1810085870814133e-4,2.5532559372320145e-4,1.1611283807174907e-4,2935,811,2927
Sptbn4,1.1806306716397913e-4,7.007808991497944e-5,1.0823294243066416e-4,2936,4815,3159
Tmem19,1.1805640787531779e-4,9.23808001421818e-5,3.4274372889759785e-5,2937,3543,7608
Nwd1,1.1800678620527244e-4,9.093812360289629e-5,6.244844995196816e-5,2938,3611,5073
Hap1,1.1798976919170645e-4,6.503089345617586e-5,1.2175269192434512e-5,2939,5118,11628
Mylip,1.1798919062713544e-4,2.4871449751378497e-5,1.7386420760161473e-5,2940,9686,10519
Eef1a2,1.1789048209344226e-4,8.942882439440537e-5,1.9625370249490125e-4,2941,3672,1389
Dcaf11,1.1788207364181107e-4,7.333682125632303e-5,6.611912378093187e-5,2942,4620,4839
LOC106145259,1.1787826080370675e-4,3.152066339605417e-4,1.749131220067715e-4,2943,126,1641
Bet1l,1.1785401760820377e-4,1.5664695054367774e-4,4.152794314922558e-5,2944,1704,6763
Pitpnc1,1.1784715609728887e-4,9.558468764636851e-6,1.4096274665591708e-5,2945,12071,11249
Rnf34,1.178296388737235e-4,2.93592139966634e-4,3.521658777315689e-4,2946,343,57
Usp27x,1.1782502693602527e-4,1.1412029731029003e-4,9.944619703704763e-5,2947,2870,3442
Gprin1,1.1780271139092328e-4,6.47415266875722e-5,1.5146473368253375e-5,2948,5133,11010
Cntn6,1.1777891198235855e-4,2.0734265899593416e-4,1.3330451952364396e-4,2949,1081,2452
Slco1a2,1.1776758754904201e-4,2.591369406471026e-4,6.142850788275423e-5,2950,797,5146
Psmb7,1.1774443380815256e-4,1.803031098011967e-5,3.596193440409925e-5,2951,11008,7374
Setd3,1.1773863088319863e-4,1.848023860252712e-4,1.3748619347984866e-4,2952,1393,2325
Ficd,1.1771784637503794e-4,5.390029620893248e-5,1.2551963521956102e-5,2953,5990,11567
Fndc4,1.1770171227116686e-4,5.330582962561574e-5,2.1276873482276989e-4,2954,6053,1215
Zmym2,1.176853365304137e-4,6.00904303545604e-5,1.1328478309563183e-4,2955,5447,3007
Rnf123,1.1763369658422311e-4,2.5634720813893716e-4,1.4247654540024742e-4,2956,806,2181
G4123,1.1761790303783651e-4,0,1.4867869363939236e-4,2957,12575.5,2067
G16353,1.1759480945248914e-4,1.3209055324479749e-4,7.117673896096601e-5,2958,2261,4553
Rspo2,1.1754584853524322e-4,6.681449349105648e-5,3.105658193965783e-5,2959,5002,8067
Ncoa7,1.1754352836958884e-4,6.291374758240065e-5,0.00011759404276521499,2960,5258,2885
Ppp1r1b,1.1754115834376978e-4,1.2194849158609996e-4,4.901972251320901e-5,2961,2640,6061
NEFL,1.1750483023735009e-4,2.180518957894278e-4,3.4383614530604036e-5,2962,1002,7592
RSL24D1_G38276,1.1749784085347073e-4,1.851517364068488e-5,8.644336532511742e-5,2963,10918,3833
Dffb,1.1745194140662468e-4,8.663502581660448e-5,1.37285769622811e-4,2964,3805,2335
Mrps33,1.1744119233363733e-4,4.921977790015822e-5,4.6406627682342316e-5,2965,6443,6296
Ccny,1.1742143777273091e-4,4.8621321384493705e-5,6.081478399898719e-5,2966,6513,5191
Slc30a5,1.1739175055854106e-4,6.400077525159997e-5,2.2737437216239996e-4,2967,5185,1148
Fat3,1.1738481087206617e-4,1.2484024234128748e-4,2.714792460057569e-4,2968,2513,603
Igbp1,1.1736461632656705e-4,2.915348438429548e-5,7.065741110627817e-5,2969,8980,4579
Cln6,1.1736233182689595e-4,7.635779271623749e-5,2.686965484584531e-4,2970,4439,712
CES1_like_gene2223,1.1735942749508462e-4,2.1524259886692663e-4,1.170343821718315e-4,2971,1027,2902
ZNF391_containing,1.1735918853437721e-4,3.1423575221729984e-4,1.74790545006126e-4,2972,134,1647
Strbp,1.1735847055117354e-4,1.31346733739153e-4,1.8570040373356585e-5,2973,2287,10249
LOC101965332,1.1734633558210625e-4,2.8715428541362266e-4,2.7302736577340924e-4,2974,625,543
LOC101958269,1.1726262378385796e-4,3.102252937821692e-4,2.7575304806393093e-4,2975,164,459
Abraxas2,1.1725441078555747e-4,7.786126915054338e-5,1.2707482297265313e-4,2976,4336,2617
Clhc1,1.172432145784764e-4,0,0,2977,12575.5,12501
Sprtn,1.1722121503442466e-4,3.614101230927593e-4,2.625171991196599e-4,2978,41,1022
PANTR1_containing,1.1715568757298318e-4,1.2425764872214709e-4,6.812734913974143e-5,2979,2540,4730
Nampt,1.1715411402637443e-4,4.6718791102295626e-5,1.1685177534930909e-4,2980,6714,2906
Edem2,1.1715305848839415e-4,8.559695121688882e-5,2.758353305583408e-5,2981,3869,8648
Nap1l3,1.1715285713283497e-4,1.6411791380461198e-4,1.1005651363423628e-4,2982,1576,3099
Tbcel,1.1714736031266857e-4,2.4751356238092286e-5,1.7817100834135134e-4,2983,9711,1594
Smim17,1.1711900407507689e-4,1.0156865939623962e-4,2.6806401334093403e-4,2984,3211,744
COX19_containing,1.1710961371130964e-4,0,1.8965603243979894e-5,2985,12575.5,10158
Rbp1,1.1710284179420401e-4,6.728573895289661e-5,1.4971713119953396e-5,2986,4974,11054
Tpd52,1.1706257459502252e-4,1.6877748479358993e-4,8.623958189423128e-5,2987,1537,3838
Col9a3,1.1704681672954108e-4,2.8662524249667637e-4,2.6945736217780307e-4,2988,654,679
Epha10,1.1702586347481124e-4,1.6295894030873156e-4,2.503305404599117e-4,2989,1585,1057
Slc39a9,1.1698297078593145e-4,1.3674043063022201e-4,2.886214553274577e-4,2990,2180,320
Slc6a9,1.1695191255629566e-4,3.1132244554612565e-4,2.6811232093615367e-4,2991,159,739
Slc14a1,1.1690242483520159e-4,1.0445245637602125e-4,1.0660512902148436e-4,2992,3118,3229
Kiaa0319l,1.1689958951791595e-4,3.044599772169033e-5,1.4035720078767007e-4,2993,8762,2228
Nkiras2,1.1689167619924176e-4,2.107560193306622e-5,3.724796949419695e-5,2994,10396,7213
Supv3l1,1.1687814831333353e-4,1.2880522421657403e-4,5.4670163570049205e-5,2995,2359,5582
REPS2_like,1.1686751497874815e-4,8.468032756514621e-5,4.6279625756513563e-5,2996,3926,6310
Atxn3,1.168246889889419e-4,7.427950343982645e-5,3.6953390211207657e-4,2997,4564,42
Gfpt1,1.1682152736972784e-4,1.0374835104032417e-4,3.633660348107406e-5,2998,3137,7320
Fxr2,1.1681828748547861e-4,3.439262554911277e-5,1.886139781264117e-5,2999,8163,10183
Selenot,1.1681483266438068e-4,8.456279069495436e-5,3.9056226405497255e-5,3000,3932,7018
Commd9,1.1680397110812343e-4,1.349896765394228e-5,7.058914696926002e-5,3001,11788,4589
Sptbn1,1.1677509547730035e-4,8.026137979650036e-5,1.1081615349226434e-4,3002,4194,3073
Ablim2,1.1675449667077387e-4,5.85804709137268e-5,5.86750802706454e-5,3003,5562,5318
CUNH19orf54,1.1671121606552231e-4,1.8489501926286672e-5,3.09706323504494e-5,3004,10923,8081
Ldb3,1.1664136260799373e-4,2.930325184673428e-4,3.7777039558574736e-4,3005,371,24
Tsnax,1.1657833395446646e-4,2.890993953834438e-4,5.24064238684983e-5,3006,507,5772
Olig1,1.165685764824344e-4,1.3509466034085995e-4,1.851632823677404e-5,3007,2202,10264
Sorbs2,1.1652279220796887e-4,7.080343461494216e-5,1.3066554976749889e-5,3008,4765,11484
Hnrnpk,1.1652209668531819e-4,9.584436026717842e-5,1.4844900923847816e-5,3009,3425,11084
Pyroxd1,1.1649980410244213e-4,3.300731616895827e-5,1.561766834319863e-5,3010,8351,10894
Ppp1ca,1.1647591521426548e-4,2.2679944164149106e-4,3.4835447896251285e-5,3011,919,7519
Smarcb1,1.1645888375369829e-4,6.217434935822816e-5,4.537593225863385e-5,3012,5296,6400
Tprkb,1.1644948896354299e-4,1.262705915921382e-5,5.801567794320946e-5,3013,11905,5367
ATRN,1.1642439341224371e-4,9.96638494776872e-5,2.675563493138194e-4,3014,3268,767
Atg7,1.16305591065221e-4,4.0188020828929e-5,1.5970372468335518e-4,3015,7382,1922
Pigw,1.163009235188045e-4,3.1183569573348504e-5,2.67783874311951e-4,3016,8633,757
Pfdn1,1.1623254952484157e-4,2.195450881883168e-5,1.3419219331764698e-4,3017,10213,2419
Mapk12,1.1617917158663524e-4,5.1776070857577144e-5,3.0427082499452723e-5,3018,6190,8160
Mob3a,1.1616113393040644e-4,4.161767984346012e-5,1.7111073177988882e-5,3019,7231,10584
Stk32c,1.1615002240779298e-4,3.3857059223203664e-5,3.76586179051257e-4,3020,8231,29
Aagab,1.1612253542154797e-4,3.246963273492304e-5,3.664311187176855e-5,3021,8442,7280
Mobp,1.1610394511176847e-4,3.0254857040691314e-4,2.7501513947583104e-4,3022,227,469
Fam222b,1.1606478571000714e-4,3.2186332834035754e-4,8.928294911877326e-5,3023,101,3733
G924,1.1606172751723433e-4,4.247027895389818e-5,4.653683966652375e-5,3024,7129,6292
Tnks,1.1604197948098733e-4,6.12726529060833e-5,5.778357013189355e-5,3025,5357,5381
Fam117b,1.1602602248499804e-4,1.8755125542392473e-4,5.654716647659657e-5,3026,1348,5466
Cntn4,1.1602273187471049e-4,4.7901020271247064e-5,2.5841633999187658e-5,3027,6600,8973
Tapbp,1.1601683763057992e-4,5.4600129073089394e-5,2.761414937081044e-5,3028,5928,8644
Acap2,1.1599699266887919e-4,4.257402368643624e-5,1.3223499915682759e-5,3029,7118,11451
Commd5,1.1598758561287238e-4,3.833800828214473e-5,3.4118956013737834e-5,3030,7634,7627
Cep83,1.1597877291352574e-4,4.713772723107234e-5,5.1830086459433176e-5,3031,6674,5824
Snupn,1.1597797022351144e-4,4.006688272492953e-5,3.543487291502548e-5,3032,7400,7428
P3h4,1.1597037547743494e-4,4.183180633245217e-5,0,3033,7201,12501
Mtdh,1.1582738129585306e-4,4.7349547797453215e-5,4.5791894200546056e-5,3034,6650,6353
Prkx,1.1581745556890864e-4,2.6402209915814944e-5,2.2499611213834573e-5,3035,9451,9514
Tyro3,1.1581667396395796e-4,2.554027093771323e-5,2.684724429554803e-4,3036,9583,718
Gon4l,1.1575018518843164e-4,2.2107881918248784e-5,4.430807444796315e-5,3037,10180,6504
Arhgef1,1.1574902632696202e-4,9.435667119037582e-5,2.6144694536078327e-5,3038,3482,8917
Rragb,1.1570392875024167e-4,3.672179022000052e-5,6.231981083077313e-5,3039,7814,5079
Dhx35,1.1569288754033105e-4,1.8738837949276496e-4,3.116277349919228e-5,3040,1352,8046
Gtf2b,1.1556433455902918e-4,6.011327626013095e-5,8.648432643056664e-5,3041,5445,3830
Sts,1.1554159460585019e-4,1.3704526869832376e-4,1.883155480980029e-5,3042,2172,10195
Ryk,1.1553595168084146e-4,2.0845406106464332e-5,8.670879322468751e-6,3043,10449,11921
Mynn,1.1548544662955706e-4,1.5444861208502785e-4,9.325340309610951e-5,3044,1762,3616
Cldn11,1.1548486165272935e-4,1.0213170219295115e-4,1.4422379602289822e-4,3045,3196,2149
Eya1,1.1545324459460242e-4,9.234711119229199e-5,1.318370624532391e-4,3046,3545,2491
Tmem74b,1.1543820625198496e-4,2.1822563422929192e-4,2.6614478821180795e-4,3047,1000,861
Acss1,1.1540028393478402e-4,9.215654223793059e-5,5.854914453358903e-5,3048,3550,5328
Plce1,1.1533063266514022e-4,8.593124433359809e-5,3.299447159956423e-5,3049,3846,7780
Rlim,1.1530798079831655e-4,1.2982083826225307e-4,1.2665560358274443e-4,3050,2335,2627
Mier3,1.1528039868522879e-4,6.826982976189776e-5,1.1223089392683766e-4,3051,4917,3038
Slc7a10,1.1527305190933686e-4,1.5319530345290992e-4,3.188318656483545e-5,3052,1781,7945
Coq7,1.1526247090571584e-4,3.383725135303911e-5,1.4076282463257274e-4,3053,8234,2217
Hps5,1.1524154083943456e-4,8.006936040100686e-5,1.789496647592717e-4,3054,4204,1587
Anapc16,1.1516397212881004e-4,1.1237360736700304e-4,7.617404197098351e-5,3055,2919,4274
Bcl7a,1.1513365437329991e-4,3.063296009408788e-5,2.216715046241149e-5,3056,8732,9583
Grip2,1.1508600237173156e-4,8.812724432129248e-5,6.12643877006594e-5,3057,3734,5157
Svop,1.1508242400118241e-4,4.35513616133042e-5,1.0578017094686428e-4,3058,7027,3248
Znf821,1.1507575946871976e-4,8.40337783586792e-5,4.865653870260179e-5,3059,3965,6102
