"","gene","r","module_color","module_n"
"1763","LOC110598357",0.305757862316892,"yellow",4
"1764","Hpcal1",0.829274831376918,"darkorange",26
"1765","Edc3",0.574265029285325,"turquoise",1
"1766","Odc1",0.777109386077186,"brown",3
"1767","Nol10",0.47456336820677,"salmon",13
"1768","Pdia6",0.568316713372935,"salmon",13
"1769","Kcnf1",0.944500373475327,"blue",2
"1770","Pqlc3",0.104064476167139,"grey",0
"1771","Rock2",0.767693565085556,"blue",2
"1772","E2f6",0.804539941618149,"salmon",13
"1773","Ntsr2",0.708057638123659,"orange",25
"1774","Lpin1",0.794708194084696,"tan",12
"1775","Trib2",0.673615481961858,"tan",12
"1776","Traf6",0.332087457579705,"yellow",4
"1777","Prr5l",0.682745941549221,"lightyellow",19
"1778","Commd9",-0.126272685386889,"grey",0
"1779","Ldlrad3",0.717157437417592,"brown",3
"1780","Trim44",0.698821730882806,"brown",3
"1781","Fjx1",0.722302279495049,"blue",2
"1782","Pamr1",0.651069991945826,"darkgreen",22
"1783","Slc1a2",0.635072778428065,"greenyellow",11
"1784","Cd44",0.865225989099733,"pink",8
"1785","Pdhx",0.695861145095021,"cyan",14
"1786","Apip",0.613370179977502,"brown",3
"1787","Cat",0.788974915674379,"black",7
"1788","Abtb2",0.631963045457367,"pink",8
"1789","Nat10",0.758292979829358,"red",6
"1790","Caprin1",0.541399176094961,"pink",8
"1791","Lmo2",0.336480421286593,"grey",0
"1792","Csk",0.7814928822907,"tan",12
"1793","Fbxo3",0.770610537464656,"green",5
"1794","Cd59",0.462308523329798,"green",5
"1795","Kiaa1549l",0.893680630753801,"blue",2
"1796","Hipk3",0.728623208303617,"turquoise",1
"1797","Cstf3",-0.00715668391325865,"grey",0
"1798","Tcp11l1",0.815033109487152,"lightcyan",16
"1799","Qser1",0.764650269432933,"lightgreen",18
"1800","Eif3m",0.85009051924131,"green",5
"1801","Rcn1",0.81335184786311,"green",5
"1802","Acvr1",0.494721606179252,"red",6
"1803","Cplx3",0.703797898833034,"blue",2
"1804","Pax6",0.426007523927533,"grey",0
"1805","Dnajc24",0.704384135256493,"purple",10
"1806","Mpped2",0.503394060101293,"yellow",4
"1807","Arl14ep",0.678178032912393,"cyan",14
"1808","Ulk3",0.573702216880955,"blue",2
"1809","Kcna4",0.595975682783912,"turquoise",1
"1810","Phactr1",0.85016056902763,"blue",2
"1811","PHACTR1_like",0.886688491515696,"blue",2
"1812","Scamp2",0.7791035717587,"violet",32
"1813","Hivep1",0.657123538067102,"turquoise",1
