"","gene","module_n","module_color"
"338","G1130",2,"blue"
"339","G11306",5,"green"
"340","OTUD3",2,"blue"
"341","INPP4B",2,"blue"
"342","G11328",3,"brown"
"343","RNF150_like",3,"brown"
"344","G11333",8,"pink"
"345","HHIP_like",10,"purple"
"346","G1136",9,"magenta"
"347","G11362",25,"orange"
"348","G11363",2,"blue"
"349","SLC7A11_containing",6,"red"
"350","CCSER1_like",10,"purple"
"351","TMEM184C_G11404",1,"turquoise"
"352","G11410",6,"red"
"353","MAP2K6",6,"red"
"354","G11412",2,"blue"
"355","G11414",10,"purple"
"356","G11419",8,"pink"
"357","G11421",3,"brown"
"358","G11422",3,"brown"
"359","PGRMC2_like_G11440",14,"cyan"
"360","G11444",0,"grey"
"361","CTNNA3_containing",11,"greenyellow"
"362","TET1_containing",2,"blue"
"363","KCNA6_G11483",2,"blue"
"364","G11485",1,"turquoise"
"365","G11487",19,"lightyellow"
"366","TMEM155_containing",3,"brown"
"367","G11535",1,"turquoise"
"368","G11537",5,"green"
"369","G11542",35,"sienna3"
"370","G11543",2,"blue"
"371","G11554",29,"saddlebrown"
"372","G11561",13,"salmon"
"373","G11572",6,"red"
"374","G11577",1,"turquoise"
"375","G11587",4,"yellow"
"376","G11603",2,"blue"
"377","G11608",2,"blue"
"378","G11619",2,"blue"
"379","G11629",3,"brown"
"380","G11630",2,"blue"
"381","G11647",28,"skyblue"
"382","G1165",7,"black"
"383","G11653",1,"turquoise"
"384","G11663",0,"grey"
"385","G11665",2,"blue"
"386","G11694",20,"royalblue"
"387","SYT3_like",20,"royalblue"
"388","G11727",2,"blue"
"389","G11742",2,"blue"
"390","G11761",2,"blue"
"391","G11764",2,"blue"
"392","G11766",2,"blue"
"393","CACNG8_containing",3,"brown"
"394","G11768",2,"blue"
"395","G11769",20,"royalblue"
"396","FAM241A_containing_G1177",5,"green"
"397","MYADM",3,"brown"
"398","G11785",1,"turquoise"
"399","G11787",2,"blue"
"400","G11788",13,"salmon"
"401","G11789",7,"black"
"402","G11803",0,"grey"
"403","G11804",3,"brown"
"404","ZNF331_containing",3,"brown"
"405","G11838",6,"red"
"406","G11843",3,"brown"
"407","G11862",11,"greenyellow"
"408","ZNF536_G11883",2,"blue"
"409","G11885",1,"turquoise"
"410","DDX50",24,"darkgrey"
"411","ZNF415_containing",2,"blue"
"412","ZNF83_containing_G11891",2,"blue"
"413","G11897",1,"turquoise"
"414","G11899",2,"blue"
"415","G11908",15,"midnightblue"
"416","CEBPG_containing",1,"turquoise"
"417","ANK3_like",1,"turquoise"
"418","G11941",9,"magenta"
"419","G11948",6,"red"
"420","G11953",12,"tan"
"421","FXYD7",8,"pink"
"422","G11979",15,"midnightblue"
"423","FTH1_G11993",1,"turquoise"
"424","G11997",27,"white"
"425","G12011",1,"turquoise"
"426","G12012",26,"darkorange"
"427","ZNF260_containing_G12038",2,"blue"
"428","MORF4L1_G12041",1,"turquoise"
"429","G12055",4,"yellow"
"430","G12057",2,"blue"
"431","G12058",2,"blue"
"432","G12059",2,"blue"
"433","G12067",9,"magenta"
"434","RN7SK_containing",2,"blue"
"435","G12076",2,"blue"
"436","G12077",2,"blue"
"437","G12079",2,"blue"
"438","G12080",12,"tan"
"439","G12081",2,"blue"
"440","G12083",5,"green"
"441","G12085",2,"blue"
"442","G12088",3,"brown"
"443","G12096",2,"blue"
"444","G12097",9,"magenta"
"445","G12103",9,"magenta"
"446","G12119",13,"salmon"
"447","IPMK_containing",6,"red"
"448","ARPP19_containing",5,"green"
"449","G12125",2,"blue"
"450","ZNF793_containing_G12143",15,"midnightblue"
"451","G12152",1,"turquoise"
"452","G12155",1,"turquoise"
"453","G1216",19,"lightyellow"
"454","G12168",3,"brown"
"455","G12201",1,"turquoise"
"456","G12251",9,"magenta"
"457","G12252",9,"magenta"
"458","G12271",1,"turquoise"
"459","G12288",2,"blue"
"460","G1230",4,"yellow"
"461","G1232",6,"red"
"462","G12328",1,"turquoise"
"463","G1234",10,"purple"
"464","G12340",33,"darkolivegreen"
"465","G12343",2,"blue"
"466","G12344",2,"blue"
"467","PRKG1",3,"brown"
"468","G12363",12,"tan"
"469","G12370",17,"grey60"
"470","G12378",17,"grey60"
"471","G12379",25,"orange"
"472","G12395",20,"royalblue"
"473","G12411",3,"brown"
"474","G12413",13,"salmon"
"475","G12421",2,"blue"
"476","G12423",6,"red"
"477","G12424",1,"turquoise"
"478","G12456",1,"turquoise"
"479","G12465",4,"yellow"
"480","NECTIN2",2,"blue"
"481","PTEN_containing",3,"brown"
"482","G12529",24,"darkgrey"
"483","MYPOP",2,"blue"
"484","G12577",1,"turquoise"
"485","G12593",2,"blue"
"486","G12596",3,"brown"
"487","G12601",8,"pink"
"488","G12604",8,"pink"
"489","G12605",8,"pink"
"490","G12628",1,"turquoise"
"491","G12638",30,"steelblue"
"492","G12647",35,"sienna3"
"493","G12716",7,"black"
"494","G1274",6,"red"
"495","G12793",1,"turquoise"
"496","G12819",1,"turquoise"
"497","SYT3",21,"darkred"
"498","G1284",7,"black"
"499","G12877",17,"grey60"
"500","ARID1A_like_G12878",7,"black"
"501","G1289",1,"turquoise"
"502","G1290",1,"turquoise"
"503","RBM39_G12903",4,"yellow"
"504","RBM39_G12912",6,"red"
"505","G12914",1,"turquoise"
"506","G12915",29,"saddlebrown"
"507","G12916",19,"lightyellow"
"508","G12918",19,"lightyellow"
"509","G12919",29,"saddlebrown"
"510","G12920",19,"lightyellow"
"511","ECE1",19,"lightyellow"
"512","G12932",19,"lightyellow"
"513","G12939",29,"saddlebrown"
"514","G12941",10,"purple"
"515","G1295",6,"red"
"516","G12968",2,"blue"
"517","ZNF56_containing_G12974",2,"blue"
"518","G12990",3,"brown"
"519","G13005",19,"lightyellow"
"520","G13010",3,"brown"
"521","G13022",2,"blue"
"522","G13044",1,"turquoise"
"523","G13096",4,"yellow"
"524","G13109",12,"tan"
"525","G13115",2,"blue"
"526","G13122",16,"lightcyan"
"527","G13145",1,"turquoise"
"528","G13173",0,"grey"
"529","CDH13",0,"grey"
"530","G13203",10,"purple"
"531","MAF",0,"grey"
"532","G13237",14,"cyan"
"533","G13239",9,"magenta"
"534","MAF_containing",5,"green"
"535","G13248",3,"brown"
"536","G13250",18,"lightgreen"
"537","H3F3AP4_like",18,"lightgreen"
"538","G13252",1,"turquoise"
"539","G13276",3,"brown"
"540","G13286",1,"turquoise"
"541","HSPBAP1_containing",2,"blue"
"542","MARCH8_containing",3,"brown"
"543","G13314",9,"magenta"
"544","G13329",3,"brown"
"545","G13334",1,"turquoise"
"546","NFAT5_containing",6,"red"
"547","G13346",16,"lightcyan"
"548","G13352",6,"red"
"549","G13372",2,"blue"
"550","G1341",36,"yellowgreen"
"551","G13436",2,"blue"
"552","RPS12",7,"black"
"553","G1346",2,"blue"
"554","G13462",13,"salmon"
"555","CDH11",2,"blue"
"556","G13487",2,"blue"
"557","HSP90AA1_G13491",1,"turquoise"
"558","G13497",7,"black"
"559","G13498",15,"midnightblue"
"560","G13500",9,"magenta"
"561","GOT2_G13506",1,"turquoise"
"562","G13527",6,"red"
"563","G13544",0,"grey"
"564","G13545",15,"midnightblue"
"565","G13562",3,"brown"
"566","MIR138-2_containing",2,"blue"
"567","G13579",1,"turquoise"
"568","NUDT21_containing",5,"green"
"569","G1359",16,"lightcyan"
"570","G136",0,"grey"
"571","G13659",4,"yellow"
"572","G1366",1,"turquoise"
"573","G13691",6,"red"
"574","ZNF25",14,"cyan"
"575","G13703",7,"black"
"576","G13711",7,"black"
"577","G1372",9,"magenta"
"578","G13731",1,"turquoise"
"579","CYLD_containing",3,"brown"
"580","G1376",9,"magenta"
"581","G13762",1,"turquoise"
"582","G13788",12,"tan"
"583","G13793",2,"blue"
"584","OGA_like",3,"brown"
"585","G13808",2,"blue"
"586","G13810",15,"midnightblue"
"587","FZD3_containing",3,"brown"
"588","G13817",2,"blue"
"589","G13823",21,"darkred"
"590","G1383",2,"blue"
"591","G13841",26,"darkorange"
"592","G1385",2,"blue"
"593","G13855",11,"greenyellow"
"594","G13856",11,"greenyellow"
"595","STMN4_like_G13860",19,"lightyellow"
"596","G13867",2,"blue"
"597","ADRA1A_containing",5,"green"
"598","G13869",3,"brown"
"599","G13871",7,"black"
"600","PPP2R2A_like",7,"black"
"601","STMN4",19,"lightyellow"
"602","G13897",3,"brown"
"603","SLC25A37_containing_G13922",17,"grey60"
"604","SLC25A37_containing_G13931",2,"blue"
"605","G13941",3,"brown"
"606","EGR3_like",3,"brown"
"607","G1398",29,"saddlebrown"
"608","G1400",9,"magenta"
"609","G14001",1,"turquoise"
"610","G14008",6,"red"
"611","G14010",9,"magenta"
"612","G14014",9,"magenta"
"613","G14015",21,"darkred"
"614","G1404",1,"turquoise"
"615","G14044",11,"greenyellow"
"616","G1405",33,"darkolivegreen"
"617","G14065",9,"magenta"
"618","G14066",9,"magenta"
"619","G14084",2,"blue"
"620","G14086",26,"darkorange"
"621","G1409",14,"cyan"
"622","G14093",5,"green"
"623","G14097",2,"blue"
"624","G14113",1,"turquoise"
"625","G14128",2,"blue"
"626","G14129",2,"blue"
"627","G14132",1,"turquoise"
"628","GOT2_G14137",4,"yellow"
"629","GOT2_G14138",1,"turquoise"
"630","G1414",33,"darkolivegreen"
"631","G14142",10,"purple"
"632","G14149",1,"turquoise"
"633","G14150",6,"red"
"634","G14175",2,"blue"
"635","G14190",9,"magenta"
"636","G14193",8,"pink"
"637","G142",1,"turquoise"
"638","PCM1_like",7,"black"
"639","G14206",1,"turquoise"
"640","ZDHHC2_containing",7,"black"
"641","G14224",2,"blue"
"642","G14228",11,"greenyellow"
"643","G14247",3,"brown"
"644","G1425",11,"greenyellow"
"645","G14265",7,"black"
"646","G14269",14,"cyan"
"647","G1427",9,"magenta"
"648","G14285",1,"turquoise"
"649","TIPARP_like",7,"black"
"650","G14299",1,"turquoise"
"651","G14300",33,"darkolivegreen"
"652","G14310",1,"turquoise"
"653","RNF170_containing",7,"black"
"654","G14315",2,"blue"
"655","G14317",1,"turquoise"
"656","G14318",1,"turquoise"
"657","G14323",2,"blue"
"658","G14332",1,"turquoise"
"659","G14340",0,"grey"
"660","G14367",1,"turquoise"
"661","HOOK3_containing",7,"black"
"662","G1437",10,"purple"
"663","G14390",1,"turquoise"
"664","G14402",1,"turquoise"
"665","G14405",2,"blue"
"666","G14416",0,"grey"
"667","G14430",9,"magenta"
"668","SLC8A1",0,"grey"
"669","UNC5D_G14446",7,"black"
"670","G14449",6,"red"
"671","G14460",9,"magenta"
"672","G14463",1,"turquoise"
"673","G14478",15,"midnightblue"
"674","G14479",1,"turquoise"
"675","G1448",6,"red"
"676","HSPH1",14,"cyan"
"677","G14485",6,"red"
"678","G14486",6,"red"
"679","G14488",8,"pink"
"680","G14494",30,"steelblue"
"681","G14510",0,"grey"
"682","G14536",19,"lightyellow"
"683","G1454",2,"blue"
"684","G14541",19,"lightyellow"
"685","G14548",0,"grey"
"686","G14550",19,"lightyellow"
"687","G1456",2,"blue"
"688","G14581",2,"blue"
"689","G14586",2,"blue"
"690","G14595",1,"turquoise"
"691","G146",1,"turquoise"
"692","MIR125B2_containing",2,"blue"
"693","AUTS2_G14631",7,"black"
"694","G14634",9,"magenta"
"695","G14638",7,"black"
"696","NCAM2_like",10,"purple"
"697","G1465",20,"royalblue"
"698","ZNF717_containing_G1466",2,"blue"
"699","G14671",9,"magenta"
"700","G14733",2,"blue"
"701","G14765",1,"turquoise"
"702","G14771",2,"blue"
"703","ITSN1",11,"greenyellow"
"704","G14773",30,"steelblue"
"705","G14778",2,"blue"
"706","G1482",12,"tan"
"707","G14826",4,"yellow"
"708","G14839",1,"turquoise"
"709","G1484",12,"tan"
"710","TTC3_containing",19,"lightyellow"
"711","G14852",1,"turquoise"
"712","G1487",2,"blue"
"713","KCNJ6_containing",26,"darkorange"
"714","G14901",2,"blue"
"715","G1491",2,"blue"
"716","SLC7A5",12,"tan"
"717","G14931",2,"blue"
"718","G14935",2,"blue"
"719","G14937",2,"blue"
"720","G14946",30,"steelblue"
"721","PKNOX1_containing",3,"brown"
"722","G14950",2,"blue"
"723","G14955",4,"yellow"
"724","G14966",2,"blue"
"725","G14978",25,"orange"
"726","G14982",33,"darkolivegreen"
"727","G14983",5,"green"
"728","G14984",0,"grey"
"729","FOXN3",4,"yellow"
"730","G15023",5,"green"
"731","G15035",1,"turquoise"
"732","G15044",9,"magenta"
"733","G15052",24,"darkgrey"
"734","G15056",2,"blue"
"735","G15071",2,"blue"
"736","G15074",9,"magenta"
"737","G15077",15,"midnightblue"
"738","G15079",2,"blue"
"739","G15082",16,"lightcyan"
"740","G15084",16,"lightcyan"
"741","TTC3_G15091",7,"black"
"742","ZNF791_containing",0,"grey"
"743","KBTBD8_containing",24,"darkgrey"
"744","FRMD4B",2,"blue"
"745","G15115",12,"tan"
"746","FRMD4B_like",17,"grey60"
"747","G15120",16,"lightcyan"
"748","G15124",1,"turquoise"
"749","FAM19A1_containing",11,"greenyellow"
"750","G1513",16,"lightcyan"
"751","SUCLG2_like",1,"turquoise"
"752","G15132",1,"turquoise"
"753","ARL6IP5_like",1,"turquoise"
"754","G15142",4,"yellow"
"755","EOGT_containing",12,"tan"
"756","G1515",1,"turquoise"
"757","MITF_like_G15154",5,"green"
"758","G15157",13,"salmon"
"759","GXYLT2_containing",6,"red"
"760","PPP4R2_G15164",6,"red"
"761","PPP4R2_G15165",6,"red"
"762","G15166",1,"turquoise"
"763","RYBP_like",2,"blue"
"764","CRIPT",4,"yellow"
"765","G15172",28,"skyblue"
"766","G15176",2,"blue"
"767","PTK2B_like_G15183",3,"brown"
"768","TRIM35_G15189",19,"lightyellow"
"769","G1519",1,"turquoise"
"770","G15190",19,"lightyellow"
"771","G15193",19,"lightyellow"
"772","GPR27_containing",3,"brown"
"773","PDZRN3_like",13,"salmon"
"774","TRIM35_containing",2,"blue"
"775","SHQ1_like",1,"turquoise"
"776","G15209",2,"blue"
"777","G15214",19,"lightyellow"
"778","G15219",2,"blue"
"779","G15222",19,"lightyellow"
"780","ADCY10_containing",0,"grey"
"781","CNTN3_like",3,"brown"
"782","CNTN4",3,"brown"
"783","G15242",19,"lightyellow"
"784","G15243",19,"lightyellow"
"785","LRRN1_containing",1,"turquoise"
"786","G15262",19,"lightyellow"
"787","STMN4_like_G15263",19,"lightyellow"
"788","G15264",19,"lightyellow"
"789","G15268",9,"magenta"
"790","SETD5",9,"magenta"
"791","G15273",19,"lightyellow"
"792","G1528",1,"turquoise"
"793","G15282",2,"blue"
"794","G15289",14,"cyan"
"795","EIF4E3",3,"brown"
"796","EIF4E3_containing",3,"brown"
"797","G15311",2,"blue"
"798","SLC6A1_like",7,"black"
"799","G15316",26,"darkorange"
"800","G15322",19,"lightyellow"
"801","G15324",19,"lightyellow"
"802","G15327",19,"lightyellow"
