"","gene","r","module_color","module_n"
"6824","Smarcad1",0.711037947292575,"orange",25
"6825","Hpgds",0.576487865861696,"turquoise",1
"6826","Pdlim5",0.569091869964359,"yellow",4
"6827","Bmpr1b",0.671525034405571,"darkgreen",22
"6828","Unc5c",0.814918315338373,"blue",2
"6829","LOC101976208",0.284233328100386,"green",5
"6830","Shisa2",0.766131727804965,"magenta",9
"6831","Atp8a2",0.675169072301852,"green",5
"6832","Nup58",0.957399330098046,"blue",2
"6833","Mtmr6",0.878882566240805,"salmon",13
"6834","Amer2",0.77422850285887,"lightyellow",19
"6835","Zmpste24",0.62320753221697,"salmon",13
"6836","Spata13",0.0227448681751461,"grey",0
"6837","Mipep",0.803960207886247,"skyblue",28
"6838","Tnfrsf19",0.734625320958945,"purple",10
"6839","Sacs",0.865153262240357,"darkred",21
"6840","Dclk2",0.331254009654977,"brown",3
"6841","Col9a2",0.611929272179188,"white",27
"6842","Lrba",0.0797161757102182,"grey",0
"6843","Rps3a",0.610138664530498,"turquoise",1
"6844","Sh3d19",0.69465631449107,"blue",2
"6845","Fam160a1",0.895428598123126,"blue",2
"6846","Gatb",0.637866483583886,"skyblue",28
"6847","Smap2",0.737525955003043,"lightgreen",18
"6848","Fbxw7",0.865861191206874,"brown",3
"6849","Arfip1",0.470319276265225,"blue",2
"6850","Wdr77",0.824260345627297,"midnightblue",15
"6851","Atp5f1",0.926157179185337,"turquoise",1
"6852","Rap1a",0.883280558453698,"turquoise",1
"6853","Fam212b",0.87938489062504,"brown",3
"6854","Ddx20",0.625134354821219,"lightcyan",16
"6855","Zfp69",-0.310333475462796,"grey",0
"6856","Kcnd3",0.589008165136619,"lightcyan",16
"6857","Cttnbp2nl",0.767627389031495,"blue",2
"6858","St7l",0.651744045057548,"yellow",4
"6859","Capza1",0.871311255023984,"purple",10
"6860","Mov10",-0.0270698724966566,"grey",0
"6861","Rhoc",0.728310167372882,"turquoise",1
"6862","Slc16a1",0.565035011051813,"turquoise",1
"6863","Lrig2",0.690158901537462,"darkred",21
"6864","Magi3",0.79622842194093,"saddlebrown",29
"6865","Phtf1",0.511933195650794,"purple",10
"6866","Rsbn1",0.821988023302343,"blue",2
"6867","Ap4b1",0.444234906392592,"turquoise",1
"6868","Hipk1",-0.240496000562077,"grey",0
"6869","Olfml3",0.817767518145518,"red",6
"6870","Syt6",0.55456656032262,"turquoise",1
"6871","Trim33",-0.253595940087326,"grey",0
"6872","Bcas2",0.740174002239255,"turquoise",1
"6873","Znf75d",0.636155760160384,"green",5
