unique_gene_symbol,cluster_liv,cluster_fb,cluster_hy,cluster_med,liv_LRT_padj,gro_LRT_padj,gropro_LRT_padj,fb_LRT_padj,hy_LRT_padj,med_LRT_padj,adr_LRT_padj,kid_LRT_padj,gene_id,source,orf_len,micropeptide_pred,micropeptide_homology,exons,rna_len,transcript_id,novel,min_padj,domains,br_expr,edited,majiq_directed
ENSSTOG00000031122,NA,NA,NA,NA,NA,6.1895786667638475e-37,7.540847513252167e-5,NA,NA,NA,NA,NA,ENSSTOG00000031122,reference,31,FALSE,NA,2,395,ENSSTOT00000038690,0,6.1895786667638475e-37,0,1,FALSE,0
ENSSTOG00000032173,NA,NA,NA,NA,NA,6.124490132613814e-11,4.051656149336775e-6,NA,NA,NA,NA,NA,ENSSTOG00000032173,reference,47,FALSE,NA,2,1384,ENSSTOT00000038100,0,6.124490132613814e-11,0,1,FALSE,0
ENSSTOG00000032690,NA,NA,NA,NA,NA,8.022890249802938e-12,8.676044882575898e-4,NA,NA,NA,NA,NA,ENSSTOG00000032690,reference,55,FALSE,NA,3,440,ENSSTOT00000038893,0,8.022890249802938e-12,0,1,FALSE,0
ENSSTOG00000032862,NA,NA,NA,NA,NA,3.3921230133583555e-10,2.6736777706542526e-14,NA,NA,NA,NA,NA,ENSSTOG00000032862,reference,68,TRUE,NA,1,2431,TU13704,0,2.6736777706542526e-14,0,1,FALSE,1
ENSSTOG00000032957,NA,NA,NA,NA,NA,0.005213788380340068,2.609820702871477e-4,NA,NA,NA,1.8741596821824757e-7,NA,ENSSTOG00000032957,reference,37,FALSE,NA,3,435,ENSSTOT00000042006,0,1.8741596821824757e-7,0,1,FALSE,0
ENSSTOG00000033800,NA,NA,NA,NA,NA,1.7937172328180001e-47,1.4151860514315788e-10,NA,NA,NA,NA,NA,ENSSTOG00000033800,reference,43,FALSE,NA,2,336,ENSSTOT00000030229,0,1.7937172328180001e-47,0,1,FALSE,0
ENSSTOG00000033880,NA,NA,NA,NA,NA,0.0018495874634236432,2.0863428022525757e-4,NA,NA,NA,NA,NA,ENSSTOG00000033880,reference,30,FALSE,NA,2,212,ENSSTOT00000034256,0,2.0863428022525757e-4,0,1,FALSE,0
ENSSTOG00000034178,NA,NA,NA,NA,NA,1.7267527357033677e-9,5.301390646270393e-4,NA,NA,NA,NA,NA,ENSSTOG00000034178,reference,43,FALSE,NA,3,596,ENSSTOT00000034879,0,1.7267527357033677e-9,0,1,FALSE,0
SOX5_like,NA,NA,NA,NA,NA,0.22658967372089983,2.8224616559445654e-4,NA,NA,NA,NA,NA,ENSSTOG00000034347,human_blastn,69,FALSE,NA,2,285,ENSSTOT00000038018,0,2.8224616559445654e-4,0,1,FALSE,0
G10113,NA,NA,NA,NA,NA,7.753213210978371e-8,2.7155683368774433e-4,NA,NA,NA,NA,NA,G10113,reference,64,TRUE,NA,1,2773,TU17310,1,7.753213210978371e-8,0,1,FALSE,0
G11179,NA,NA,NA,NA,NA,3.698518615019134e-8,2.597093579227735e-4,NA,NA,NA,NA,NA,G11179,reference,0,FALSE,NA,1,258,TU19124,1,3.698518615019134e-8,0,1,FALSE,0
G12337,NA,NA,NA,NA,NA,4.6817249233971873e-4,2.0013054182767384e-4,NA,NA,NA,NA,NA,G12337,reference,32,TRUE,NA,1,204,TU21184,1,2.0013054182767384e-4,0,1,FALSE,0
G14422,NA,NA,NA,NA,NA,6.615317601086661e-6,9.26843085591555e-7,NA,NA,NA,NA,NA,G14422,reference,50,TRUE,NA,3,298,TU24764,1,9.26843085591555e-7,0,1,FALSE,0
G14428,NA,NA,NA,NA,NA,8.58246088007835e-17,3.135953793212831e-7,NA,NA,NA,NA,NA,G14428,reference,84,TRUE,NA,2,494,TU24772,1,8.58246088007835e-17,0,1,FALSE,0
G15365,NA,NA,NA,NA,NA,5.452312690002027e-13,7.409800238993495e-9,NA,NA,NA,NA,NA,G15365,reference,33,TRUE,NA,1,435,TU26310,1,5.452312690002027e-13,0,1,FALSE,0
G15462,NA,NA,NA,NA,NA,1.771152534484984e-10,4.739682179977719e-4,NA,NA,NA,NA,NA,G15462,reference,129,TRUE,NA,4,3144,TU26477,1,1.771152534484984e-10,0,1,FALSE,0
G16888,Cold_low_EM,filtered,filtered,filtered,3.2230733548243044e-5,1.389234333366606e-7,9.354272248642223e-11,NA,NA,NA,NA,NA,G16888,reference,86,TRUE,NA,2,1285,TU28773,1,9.354272248642223e-11,0,1,FALSE,0
G17371,NA,NA,NA,NA,NA,0.003888506793233238,7.736003186962493e-4,NA,NA,NA,NA,NA,G17371,reference,63,FALSE,NA,2,204,TU29522,1,7.736003186962493e-4,1,1,FALSE,0
G1758,NA,NA,NA,NA,NA,5.713547698632549e-4,1.1529115180359906e-4,NA,NA,NA,NA,NA,G1758,reference,108,TRUE,NA,1,3968,TU3047,1,1.1529115180359906e-4,0,1,FALSE,0
G2027,IBA_low,filtered,filtered,filtered,5.455131394148443e-12,1.3850923982415326e-8,3.5447954071576695e-19,NA,NA,NA,NA,NA,G2027,reference,100,TRUE,NA,1,5791,TU3543,1,3.5447954071576695e-19,0,1,FALSE,0
POLR2L_containing,insig,insig,insig,filtered,0.25602234117129863,0.003962842762289966,3.285393218915675e-4,0.22084078077841843,0.005091748955735188,NA,0.2517407728691285,0.11575627571329468,G20370,human_blastn,20,TRUE,NA,1,317,TU34616,1,3.285393218915675e-4,0,1,FALSE,0
G20852,NA,NA,NA,NA,NA,6.69690429566898e-20,1.1790994344017737e-7,NA,NA,NA,NA,NA,G20852,reference,199,TRUE,NA,1,1327,TU35472,1,6.69690429566898e-20,0,1,FALSE,0
G2163,NA,NA,NA,NA,NA,2.5036693190865755e-24,3.5464644168372476e-11,NA,NA,NA,NA,NA,G2163,reference,75,TRUE,NA,1,2677,TU3749,1,2.5036693190865755e-24,0,1,FALSE,0
G22456,NA,NA,NA,NA,NA,1.0706429277021777e-8,8.353160077415038e-6,NA,NA,NA,NA,NA,G22456,reference,55,TRUE,NA,1,1772,TU38211,1,1.0706429277021777e-8,0,1,FALSE,0
G23499,Winter_low,filtered,filtered,filtered,4.530297558176572e-4,7.813097570935844e-4,3.7524225106881637e-13,NA,NA,NA,NA,0.03651271881994852,G23499,reference,220,TRUE,NA,1,4068,TU40128,1,3.7524225106881637e-13,0,1,FALSE,0
G23509,Unassigned,filtered,filtered,filtered,2.3903453344981793e-4,1.7296076042140642e-22,1.9787797396902802e-5,NA,NA,NA,NA,NA,G23509,reference,205,TRUE,NA,1,6994,TU40173,1,1.7296076042140642e-22,0,1,FALSE,0
G2358,NA,NA,NA,NA,NA,6.431142668637809e-4,1.47208984891274e-9,NA,NA,NA,NA,NA,G2358,reference,88,TRUE,NA,2,2553,TU4105,1,1.47208984891274e-9,0,1,FALSE,0
G24030,NA,NA,NA,NA,NA,3.506423172604547e-8,8.405141550552402e-4,NA,NA,NA,NA,NA,G24030,reference,75,TRUE,NA,1,1876,TU41190,1,3.506423172604547e-8,0,1,FALSE,0
G24327,Winter_low,filtered,filtered,filtered,5.36402164491683e-9,3.1114470866897348e-15,3.601072421196863e-5,NA,NA,NA,NA,NA,G24327,reference,215,TRUE,NA,3,2052,TU41697,1,3.1114470866897348e-15,1,1,FALSE,0
G24722,NA,Cold_high_EH,insig,filtered,NA,7.17603889281301e-8,8.682834195223619e-14,8.64506363476081e-4,0.22591986715103865,NA,0.002135630128263272,NA,G24722,reference,53,TRUE,NA,1,5852,TU42281,1,8.682834195223619e-14,0,1,FALSE,0
G25220,NA,NA,NA,NA,NA,1.1080537742690818e-19,4.197393659015528e-8,NA,NA,NA,NA,NA,G25220,reference,63,TRUE,NA,2,1821,TU43167,1,1.1080537742690818e-19,0,1,FALSE,0
G25859,NA,NA,NA,NA,NA,4.992998902297915e-60,3.5119108976215037e-10,NA,NA,NA,NA,NA,G25859,reference,76,TRUE,NA,2,2338,TU44253,1,4.992998902297915e-60,0,1,FALSE,0
G26277,Cold_low_EM,filtered,filtered,filtered,1.6210873096399042e-28,2.5101650163417543e-50,1.5779287959655663e-18,NA,NA,NA,NA,1.3338513291700227e-5,G26277,reference,65,TRUE,NA,1,6408,TU44924,1,2.5101650163417543e-50,0,1,FALSE,0
G26595,insig,filtered,filtered,filtered,0.5367683850567991,2.3781322520364013e-42,9.069547368943123e-10,NA,NA,NA,0.84483247076976,0.13405144076084374,G26595,reference,83,TRUE,NA,2,1816,TU45470,1,2.3781322520364013e-42,0,1,FALSE,0
G26980,NA,NA,NA,NA,NA,2.344873559132938e-9,1.8309126352504904e-6,NA,NA,NA,3.513355166678804e-8,NA,G26980,reference,53,TRUE,NA,1,2720,TU46106,1,2.344873559132938e-9,0,1,FALSE,0
G27167,Cold_low_EM,filtered,filtered,filtered,2.832525114363992e-4,2.4155919654929226e-13,1.1793915026350234e-10,NA,NA,NA,NA,NA,G27167,reference,229,TRUE,NA,1,5659,TU46460,1,2.4155919654929226e-13,0,1,FALSE,0
G27567,NA,NA,NA,NA,NA,3.0038116418766114e-7,1.3443880833818777e-12,NA,NA,NA,NA,NA,G27567,reference,50,TRUE,NA,2,955,TU47080,1,1.3443880833818777e-12,0,1,FALSE,0
G28168,IBA_low,filtered,filtered,filtered,1.7447250921962266e-4,0.13663523763363344,7.689608247212536e-7,NA,NA,NA,0.5605080576987957,NA,G28168,reference,181,TRUE,NA,4,1954,TU48148,1,7.689608247212536e-7,0,1,FALSE,0
G29980,Cold_low_EL,filtered,filtered,filtered,4.1581489256343354e-16,9.403717747752237e-12,7.789736561587872e-9,NA,NA,NA,NA,0.0174450961839333,G29980,reference,112,TRUE,NA,3,640,TU51196,1,4.1581489256343354e-16,0,1,FALSE,0
G30015,insig,filtered,filtered,filtered,0.0010858746256451478,7.090266683401745e-8,4.781894914684964e-13,NA,NA,NA,NA,NA,G30015,reference,149,TRUE,NA,1,7584,TU51296,1,4.781894914684964e-13,0,1,FALSE,0
G31838,NA,NA,NA,NA,NA,2.992313591067613e-7,2.9183733369708244e-6,NA,NA,NA,NA,NA,G31838,reference,26,TRUE,NA,1,375,TU54363,1,2.992313591067613e-7,0,1,FALSE,0
G32457,insig,filtered,filtered,filtered,0.0030054894003066455,0.10234820944989395,3.984081344927067e-4,NA,NA,NA,NA,NA,G32457,reference,108,TRUE,NA,3,4583,TU55435,1,3.984081344927067e-4,0,1,FALSE,0
G327,IBA_low,filtered,filtered,filtered,3.573707488902204e-6,5.748187655985813e-7,1.8457055762666535e-5,NA,NA,NA,NA,NA,G327,reference,99,TRUE,NA,2,1834,TU558,1,5.748187655985813e-7,0,1,FALSE,0
G32912,Winter_high,IBA_high,insig,filtered,2.113117340944517e-4,4.901289719190671e-4,4.536882744864467e-22,1.0823219505305522e-6,0.03901438579853359,NA,0.019272855438793007,0.004423934682069144,G32912,reference,89,TRUE,NA,1,2585,TU56253,1,4.536882744864467e-22,0,1,FALSE,0
G33278,insig,filtered,filtered,filtered,0.002204557420884339,5.007588923285621e-46,4.1728936291262883e-7,NA,NA,NA,NA,NA,G33278,reference,85,TRUE,NA,3,4614,TU56916,1,5.007588923285621e-46,0,1,FALSE,0
G33812,NA,NA,NA,NA,NA,4.617232275350593e-9,5.297269210195829e-9,NA,NA,NA,NA,NA,G33812,reference,113,TRUE,NA,3,2028,TU57815,1,4.617232275350593e-9,0,1,FALSE,0
G33816,NA,NA,NA,NA,NA,6.798061958850026e-16,7.306329103750695e-4,NA,NA,NA,NA,NA,G33816,reference,82,TRUE,NA,1,1726,TU57829,1,6.798061958850026e-16,0,1,FALSE,0
PIGA,insig,insig,insig,insig,0.44901129860610633,7.183198816506048e-55,8.592095125081366e-12,0.017022817365477408,0.06725326685609552,0.16843218210122593,0.002599758742176463,0.8503257218634775,G3446,human_blastn,486,TRUE,NA,6,3607,TU5935,1,7.183198816506048e-55,0,1,FALSE,0
G34589,Winter_low,filtered,filtered,filtered,7.81741638248112e-9,9.755501662386682e-10,2.921181903214172e-7,NA,NA,NA,NA,NA,G34589,reference,104,TRUE,NA,5,945,TU59091,1,9.755501662386682e-10,0,1,FALSE,0
PHKA2_like,IBA_low,IBA_low,IBA_low,IBA_low,2.4053955658941086e-8,0.9150911379548128,4.205474804617603e-7,1.4005105346320265e-5,6.303865896216019e-7,1.4042925323598206e-4,0.16744406360964406,0.24223568340724572,G3522,human_blastn,1237,TRUE,NA,33,7458,TU6119,1,2.4053955658941086e-8,1,1,FALSE,0
G35445,insig,filtered,filtered,filtered,0.26556749354803333,5.230444662712417e-8,5.37807337210198e-4,NA,NA,NA,NA,0.12087736344310097,G35445,reference,95,TRUE,NA,2,3002,TU60546,1,5.230444662712417e-8,0,1,FALSE,0
G3590,Unassigned,filtered,filtered,filtered,2.2513141572358325e-5,1.043335373966788e-9,9.896909456594946e-4,NA,NA,NA,NA,NA,G3590,reference,68,TRUE,NA,8,1469,TU6213,1,1.043335373966788e-9,0,1,FALSE,0
G37299,NA,NA,NA,NA,NA,5.734941989317656e-10,1.035336823499668e-5,NA,NA,NA,NA,NA,G37299,reference,51,TRUE,NA,2,3148,TU63622,1,5.734941989317656e-10,0,1,FALSE,0
G37654,NA,NA,NA,NA,NA,3.378505982024497e-27,7.251835087378679e-4,NA,NA,NA,NA,NA,G37654,reference,81,TRUE,NA,2,846,TU64216,1,3.378505982024497e-27,0,1,FALSE,0
G37722,insig,filtered,filtered,filtered,0.5275821058248774,0.0062575816488486735,2.4982250367415595e-4,NA,NA,NA,NA,NA,G37722,reference,44,TRUE,NA,2,1715,TU64350,1,2.4982250367415595e-4,0,1,FALSE,0
G38032,Cold_low_EM,insig,insig,Cold_low_EH,5.334526299305748e-7,5.893078545111757e-6,2.743116930708161e-5,0.005272786119810114,0.002798402419158598,6.014454876534895e-11,0.024345212796325275,0.04497580612232002,G38032,reference,150,TRUE,NA,1,9277,TU64874,1,6.014454876534895e-11,0,1,TRUE,0
G38576,NA,NA,NA,NA,NA,5.69640996307081e-5,5.117925384368985e-9,NA,NA,NA,NA,NA,G38576,reference,78,TRUE,NA,1,3275,TU65730,1,5.117925384368985e-9,0,1,FALSE,0
G38749,NA,insig,Unassigned,filtered,NA,0.002797602539770391,3.736691112842809e-5,0.5030249354593818,7.10878401362547e-4,NA,NA,NA,G38749,reference,77,TRUE,NA,1,1007,TU66049,1,3.736691112842809e-5,0,1,FALSE,0
G38772,Winter_low,filtered,filtered,filtered,1.9307629432771362e-11,5.549183469917408e-19,1.7309367639354376e-9,NA,NA,NA,NA,NA,G38772,reference,79,TRUE,NA,2,4589,TU66090,1,5.549183469917408e-19,0,1,FALSE,0
G40320,insig,filtered,filtered,filtered,0.0328500517176072,2.5264976375596e-22,4.2478937771067885e-7,NA,NA,NA,NA,NA,G40320,reference,108,TRUE,NA,2,1226,TU68786,1,2.5264976375596e-22,0,1,FALSE,0
G5048,NA,NA,NA,NA,NA,1.2229295213639647e-4,8.960256386241315e-7,NA,NA,NA,NA,NA,G5048,reference,44,TRUE,NA,2,530,TU8598,1,8.960256386241315e-7,0,1,FALSE,0
G5096,insig,filtered,filtered,filtered,0.1192132975544288,5.252569828463165e-21,8.219165271561527e-14,NA,NA,NA,NA,NA,G5096,reference,127,TRUE,NA,1,3222,TU8662,1,5.252569828463165e-21,0,1,FALSE,0
G5834,insig,filtered,filtered,filtered,0.792839540122138,6.466495220728626e-33,1.0931573401306866e-8,NA,NA,NA,NA,NA,G5834,reference,127,TRUE,NA,1,4583,TU10084,1,6.466495220728626e-33,0,1,FALSE,0
G6203,NA,NA,NA,NA,NA,1.0059067435610015e-6,2.0412619890827638e-7,NA,NA,NA,NA,NA,G6203,reference,92,TRUE,NA,2,1291,TU10723,1,2.0412619890827638e-7,0,1,FALSE,0
G6328,NA,NA,NA,NA,NA,0.0013735906535435037,2.47101196287095e-4,NA,NA,NA,NA,NA,G6328,reference,42,TRUE,NA,1,1025,TU10931,1,2.47101196287095e-4,0,1,FALSE,0
G6468,NA,NA,NA,NA,NA,0.0013508408911676894,4.78289992954009e-5,NA,NA,NA,NA,NA,G6468,reference,103,TRUE,NA,1,461,TU11178,1,4.78289992954009e-5,0,1,FALSE,0
G8002,NA,NA,NA,NA,NA,9.817886210996236e-44,3.463596105531148e-6,NA,NA,NA,NA,NA,G8002,reference,78,TRUE,NA,2,719,TU13705,1,9.817886210996236e-44,0,1,FALSE,0
G8045,NA,NA,NA,NA,NA,4.5159553199175085e-13,4.920018522001057e-6,NA,NA,NA,NA,NA,G8045,reference,70,TRUE,NA,1,767,TU13778,1,4.5159553199175085e-13,0,1,FALSE,0
G8262,NA,NA,NA,NA,NA,1.8428822386559988e-33,1.0352745552470254e-14,NA,NA,NA,NA,NA,G8262,reference,34,TRUE,NA,1,1264,TU14147,1,1.8428822386559988e-33,0,1,FALSE,0
G8387,NA,NA,NA,NA,NA,8.743408814944309e-27,4.5496889805288676e-7,NA,NA,NA,NA,NA,G8387,reference,39,TRUE,NA,3,535,TU14355,1,8.743408814944309e-27,0,1,FALSE,0
G887,NA,NA,NA,NA,NA,8.003338572830299e-10,4.470621669721317e-10,NA,NA,NA,NA,NA,G887,reference,69,TRUE,NA,3,1656,TU1513,1,4.470621669721317e-10,1,1,FALSE,0
G9236,NA,NA,NA,NA,NA,1.3824605411300644e-7,3.248292842804971e-5,NA,NA,NA,0.7273005538323162,NA,G9236,reference,31,TRUE,NA,1,1492,TU15844,1,1.3824605411300644e-7,0,1,FALSE,0
G9314,insig,filtered,filtered,filtered,0.038657585882593534,0.06303784500946931,1.1367282551272174e-4,NA,NA,NA,NA,NA,G9314,reference,113,TRUE,NA,4,4916,TU15960,1,1.1367282551272174e-4,0,1,FALSE,0
G9551,insig,filtered,filtered,filtered,0.3190977514811237,0.6703818082106349,7.16644240238077e-7,NA,NA,NA,0.0048007575923487015,8.59600654578559e-11,G9551,reference,89,TRUE,NA,1,4893,TU16374,1,8.59600654578559e-11,0,1,FALSE,0
G9665,Winter_low,filtered,filtered,filtered,2.878531063165023e-54,3.236952393512181e-19,1.3963158609659908e-17,NA,NA,NA,NA,NA,G9665,reference,181,TRUE,NA,1,2567,TU16587,1,2.878531063165023e-54,0,1,FALSE,0
G9896,insig,filtered,filtered,filtered,0.02227992952896691,8.361123826943735e-15,1.616917729912982e-4,NA,NA,NA,0.009768071554488462,NA,G9896,reference,108,TRUE,NA,4,3433,TU16926,1,8.361123826943735e-15,0,1,FALSE,0
Tmem86a,IBA_high,insig,insig,insig,6.042257524994348e-6,2.235440364747875e-4,2.064644508349156e-5,0.0500204570153563,0.006329261441611778,0.09408141218044057,0.11773879937383085,0.0280562445724326,gene10021,reference,240,FALSE,NA,3,1941,rna17431,0,6.042257524994348e-6,0,1,FALSE,0
Spty2d1,Cold_low_EL,Cold_low_EL,Cold_low_EL,Cold_low_EL,1.2221342546450957e-8,0.0013141047581861523,2.173705556210926e-8,1.1153650538340275e-36,2.8675908483593266e-51,5.929071362470744e-32,8.468750803976909e-9,3.6884511926362125e-4,gene10022,reference,685,FALSE,NA,6,5629,rna17432,0,2.8675908483593266e-51,0,1,FALSE,0
Rplp1,insig,Cold_high_EH,Cold_high_EH,insig,0.22985011033803354,9.966662692925514e-21,2.205720839288598e-11,1.1570938313642951e-8,3.840839980091571e-5,0.14090563246451937,0.020360694163589405,0.6337090857503453,gene1003,reference,114,FALSE,NA,3,514,rna1878,0,9.966662692925514e-21,0,1,FALSE,0
Hps5,insig,insig,insig,insig,0.3487039238407256,0.029453862403774747,1.1705738490942486e-4,0.016731281373711743,0.0014243093035161093,0.02372340854624241,0.6167261884218905,0.3308566063654694,gene10030,reference,1129,FALSE,NA,24,5799,rna17444,0,1.1705738490942486e-4,0,1,FALSE,0
CUNH11orf58,insig,Winter_high,Unassigned,insig,0.011132894693157766,2.711777706168358e-22,2.0711890831458417e-5,3.414802145340047e-5,2.5180113159764405e-7,0.001913179362169549,0.03576297069232433,4.850187643975716e-6,gene10053,reference,182,FALSE,NA,5,2031,rna17487,0,2.711777706168358e-22,0,1,FALSE,0
Micalcl,NA,NA,NA,NA,NA,2.815854439631758e-8,7.053954705029299e-6,NA,NA,NA,NA,NA,gene10079,reference,874,FALSE,NA,12,3079,rna17539,0,2.815854439631758e-8,0,1,FALSE,0
Mical2,insig,insig,insig,insig,0.6419811012425711,4.801131763659016e-22,2.9901523917755715e-11,0.8119533794639464,0.033245509654076695,0.6564180998033626,0.03185457293753151,0.44757951372885607,gene10080,reference,1189,FALSE,NA,25,5017,rna17546,0,4.801131763659016e-22,0,1,FALSE,0
Ctr9,insig,insig,Cold_low_EL,Cold_low_EM,0.5955657948337685,3.3927597004968617e-13,9.290587116631997e-4,0.10952911562448535,6.0569216328288286e-5,3.0811236279448976e-7,0.19092197906112912,0.005279871118540499,gene10089,reference,1176,FALSE,NA,25,4592,rna17563,0,3.3927597004968617e-13,0,1,FALSE,0
Eif3f,insig,Cold_high_EM,insig,insig,0.06165195328709398,2.5423129594281687e-31,8.134005934670714e-6,2.990417531620684e-4,0.06073607900080051,0.21291291512248672,0.1296696541455611,0.991024425815449,gene10118,reference,362,FALSE,NA,8,1267,rna17622,0,2.5423129594281687e-31,0,1,FALSE,0
Ccdc71,insig,insig,insig,insig,0.13056912801215417,7.789091512631713e-11,1.0432206838195083e-5,0.14991501251232617,0.0026436270363479793,0.22346497540843374,0.25312893769460665,0.5225640532614296,gene10158,reference,460,FALSE,NA,2,3249,rna17709,0,7.789091512631713e-11,0,1,FALSE,0
Rrp9,insig,insig,IBA_high,insig,0.006257372489508031,4.263967902464979e-13,6.112324659459357e-6,0.02275734598839521,1.8685309820293432e-5,0.0017453676191659696,0.012380654224759126,0.2725013870264626,gene10230,reference,475,FALSE,NA,15,1641,rna17851,0,4.263967902464979e-13,0,1,FALSE,0
Alas1,insig,Unassigned,Winter_high,Winter_high,0.397743798860822,9.642488693375497e-43,4.419429733362457e-40,9.375289346676546e-12,6.38025963943134e-4,4.515294499411426e-9,0.016370036042559013,0.6204515087155009,gene10240,reference,640,TRUE,NA,11,2243,rna17869,0,9.642488693375497e-43,0,1,TRUE,0
Arih1,insig,insig,IBA_high,insig,0.2819216680225568,8.46452831800817e-5,1.9580508166450933e-10,0.001644724795863953,2.0675220435192693e-8,0.05353057148389367,0.36395088366053946,0.03541563304005272,gene1025,reference,555,FALSE,NA,14,5257,rna1937,0,1.9580508166450933e-10,0,1,FALSE,0
Atp2c1,insig,insig,insig,insig,0.04019132395463206,1.104098927054719e-4,8.061512459000532e-5,0.061644295242759724,0.01092120546251629,0.057510023065947456,0.0775917252332177,0.08629245965692486,gene10254,reference,988,FALSE,NA,28,3401,rna17888,0,8.061512459000532e-5,0,1,TRUE,0
NUDT16,Cold_high_EH,Cold_high_EH,Cold_high_EH,Cold_high_EM,6.346192747390098e-4,4.230833949538246e-5,6.778352616950585e-4,6.521875555682775e-4,1.341842610078146e-6,5.896124971333431e-6,0.15167302814188074,0.03932711979593875,gene10259,human_blastn,195,FALSE,NA,3,745,rna17900,0,1.341842610078146e-6,0,1,FALSE,0
Acad11,Winter_low,Cold_high_EH,Cold_high_EH,Cold_high_EH,8.63960104236967e-9,4.618762351718535e-5,4.098869502129001e-4,1.9742051415753898e-10,6.279664397626182e-8,4.007616684739339e-4,0.05427513664139854,0.4628723044152191,gene10270,reference,780,FALSE,NA,20,3804,rna17911,0,1.9742051415753898e-10,0,1,FALSE,0
Tf,Cold_high_EM,filtered,filtered,filtered,1.0215710332965402e-6,7.434877695998334e-22,1.8172189774373507e-7,NA,NA,NA,1.2059198788154298e-4,3.0081799218897664e-4,gene10281,reference,700,FALSE,NA,17,2249,rna17935,0,7.434877695998334e-22,0,1,FALSE,0
Stag1,insig,insig,insig,insig,0.05011739955469936,3.5190062169185354e-5,3.792866848786498e-47,0.2520650712866714,0.0013132855980494574,0.15690989578021983,0.2277583943324452,0.3801494491039283,gene10299,reference,1258,FALSE,NA,34,6250,rna17967,0,3.792866848786498e-47,0,1,FALSE,0
Nck1,SpD_high,insig,Cold_low_EM,insig,3.102116351751724e-6,0.002851547403459033,6.519104311129988e-6,0.012193890907253244,1.4311233250491676e-4,0.0041522064761353875,0.6737593685890522,1.4005582000165946e-6,gene10302,reference,377,FALSE,NA,4,1740,rna17975,0,1.4005582000165946e-6,0,1,FALSE,0
Pck1,insig,filtered,filtered,filtered,0.046034301551843154,2.0772620404661882e-13,2.782856873191184e-9,NA,NA,NA,0.12591499664966838,0.14401511112811388,gene10309,reference,622,TRUE,NA,10,2714,rna17983,0,2.0772620404661882e-13,0,1,FALSE,0
